sample_id,status,transcription_text,segment_count,word_count,audio_duration_s,source_audio_start_s,language_probability,mean_word_probability,timestamp_issue_count,result_path
-egA8-b7-3M$_$20,已完成,Now you've got a face that you can connect with a voice and that makes you closer to that client.,1,20,6.4744375,0.0,1.0,0.9607748985290527,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-egA8-b7-3M$_$20_Whisper_small.en.json
-iRBcNs9oI8$_$3,已完成,"is going to help you on your tests, such as TOEFL, IELTS, or university.",1,14,5.538,0.0,1.0,0.9277369053590865,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-iRBcNs9oI8$_$3_Whisper_small.en.json
-iRBcNs9oI8$_$7,已完成,interview. And this secret will also help you if you ever...,1,11,4.00575,0.0,1.0,0.8918550204146992,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-iRBcNs9oI8$_$7_Whisper_small.en.json
-iRBcNs9oI8$_$6,已完成,help you if you have an English job interview.,1,9,2.8204375,0.0,1.0,0.9738561709721884,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-iRBcNs9oI8$_$6_Whisper_small.en.json
-iRBcNs9oI8$_$9,已完成,of Power Pose.,1,3,3.374,0.0,1.0,0.7881967226664225,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-iRBcNs9oI8$_$9_Whisper_small.en.json
-iRBcNs9oI8$_$8,已完成,"ever decide to ask out that special someone. So what is the secret I'm telling you about? Well, it is the secret...",2,22,8.026,0.0,1.0,0.9576805999333208,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-iRBcNs9oI8$_$8_Whisper_small.en.json
-lzEya4AM_4$_$5,已完成,"If it falls into any of those three categories, inducing, nausea and vomiting would be your next step.",2,18,7.5696875,0.0,1.0,0.9437909490532346,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-lzEya4AM_4$_$5_Whisper_small.en.json
-lzEya4AM_4$_$6,已完成,"If the product or poison is some type of petroleum product or corrosive product, you would not attempt to induce vomiting and nausea. As the product burned on the way down, it could cause damage in burning on the way back up.",2,42,14.740375,0.0,1.0,0.9674237327916282,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-lzEya4AM_4$_$6_Whisper_small.en.json
-mJ2ud6oKI8$_$1,已完成,You,1,1,6.054,0.0,1.0,0.18373042345046997,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-mJ2ud6oKI8$_$1_Whisper_small.en.json
-mJ2ud6oKI8$_$2,已完成,You,1,1,5.7016875,0.0,1.0,0.16936469078063965,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-mJ2ud6oKI8$_$2_Whisper_small.en.json
-mJ2ud6oKI8$_$6,已完成,that we all want to approach really any.,1,8,2.228125,0.0,1.0,0.8681231662631035,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-mJ2ud6oKI8$_$6_Whisper_small.en.json
-mJ2ud6oKI8$_$9,已完成,to find out because you might have hip osteoarthritis but that you could also have other you know dysfunctions around your,2,21,6.90875,0.0,1.0,0.8635158013729822,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-mJ2ud6oKI8$_$9_Whisper_small.en.json
-mJ2ud6oKI8$_$8,已完成,"We want to evaluate them, you know, give them a full thorough evaluation to find...",1,15,4.171375,0.0,1.0,0.8700833797454834,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-mJ2ud6oKI8$_$8_Whisper_small.en.json
-mqbVkbCndg$_$0,已完成,"How at a particular moment in time, our moment in time, are they limited?",1,14,6.385,0.0,1.0,0.9646541689123426,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-mqbVkbCndg$_$0_Whisper_small.en.json
-t217m2on-s$_$2,已完成,But a good thing to do is yawning. Chewing gum is effective.,1,12,5.63,0.0,1.0,0.9201955907046795,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-t217m2on-s$_$2_Whisper_small.en.json
-t217m2on-s$_$7,已完成,"If you find that your ears consistently do this and you can't pop them often, you'll definitely need to see a physician regarding those things. It could be something more of a nasal infection or a sinus infection that he would need to deal with.",3,45,17.026,0.0,1.0,0.9604262034098308,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-t217m2on-s$_$7_Whisper_small.en.json
-tANM6ETl_M$_$3,已完成,The first place is either you have a prospect or a customer who's never done it before. They've never tried it.,2,21,6.603625,0.0,1.0,0.9700029265312922,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-tANM6ETl_M$_$3_Whisper_small.en.json
-tPCytz4rww$_$11,已完成,"So make sure that you're using comps that are no larger than 1,200 square feet, no less.",1,18,5.378,0.0,1.0,0.9039452224969864,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-tPCytz4rww$_$11_Whisper_small.en.json
-tPCytz4rww$_$10,已完成,"footage, say 20%. So if you've got a thousand square foot condo, make sure",1,14,4.678,0.0,1.0,0.8725412179316793,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-tPCytz4rww$_$10_Whisper_small.en.json
-tPCytz4rww$_$12,已完成,"square feet, no less than 800 square feet, and going to be similar with bedrooms and bathrooms as well, and hopefully the complexes have similar amenities.",2,26,11.736,0.0,1.0,0.9117688444944528,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-tPCytz4rww$_$12_Whisper_small.en.json
-tPCytz4rww$_$16,已完成,"So, make sure to get a thorough, or to do a thorough cleaning of the property if you need",1,19,7.139,0.0,1.0,0.9295993886495891,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-tPCytz4rww$_$16_Whisper_small.en.json
-tPCytz4rww$_$18,已完成,"out, do so, and as well, you'll also want to remove any clutter from the home that you've accumulated over a period of time.",2,24,6.5688125,0.0,1.0,0.8860955080017447,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-tPCytz4rww$_$18_Whisper_small.en.json
-vxjVxOeScU$_$4,已完成,"You're going to talk about their life, their marriage, and usually how amazing it is that they've stayed together this long.",2,21,9.037,0.0,1.0,0.9592138259183793,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-vxjVxOeScU$_$4_Whisper_small.en.json
-wMB_hJL-3o$_$7,已完成,"So, if you have a loved one who is depressed, those are some of the things that you should think about doing.",2,22,5.9755625,0.0,1.0,0.9674835205078125,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-wMB_hJL-3o$_$7_Whisper_small.en.json
-wny0OAz3g8$_$1,已完成,"to join. And because they couldn't join unions, many black workers couldn't get manufacturing or trade work, which paid much better than service work. And because",4,26,6.776,0.0,1.0,0.972429551757299,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-wny0OAz3g8$_$1_Whisper_small.en.json
-wny0OAz3g8$_$0,已完成,allow black workers to join.,1,5,3.274,0.0,1.0,0.7585972367000068,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-wny0OAz3g8$_$0_Whisper_small.en.json
-wny0OAz3g8$_$3,已完成,which then allowed the white workers and unions to justify their decision to not allow black workers into their union. The prevailing—,2,22,6.099875,0.0,1.0,0.8924019607630643,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-wny0OAz3g8$_$3_Whisper_small.en.json
-wny0OAz3g8$_$2,已完成,"service work. And because they couldn't get these jobs, black communities had more men out of work, higher rates of poverty, and more criminal behavior.",3,25,6.5226875,0.0,1.0,0.9639516639709472,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-wny0OAz3g8$_$2_Whisper_small.en.json
-wny0OAz3g8$_$5,已完成,"This is what's now known as racial formation theory, a theory formalized by modern sociologists Michael Omi and Howard Winant.",1,20,6.741,0.0,1.0,0.9138755199809869,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-wny0OAz3g8$_$5_Whisper_small.en.json
-wny0OAz3g8$_$7,已完成,forces. Omi and Winant argue that the concept of race came about as a tool to justify and maintain the economic and political power held by those of European descent. Another-,4,32,7.9105,0.0,1.0,0.8819676885614172,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-wny0OAz3g8$_$7_Whisper_small.en.json
-wny0OAz3g8$_$9,已完成,"Wilson. He explores why black and white Americans tend to have such different outcomes in terms of income, education, and more.",2,21,6.043,0.0,1.0,0.9600035832041786,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-wny0OAz3g8$_$9_Whisper_small.en.json
-571d8cVauQ$_$0,已完成,"This is Rhett Reiger, White Caspian Studios, on behalf of Expert Village.",1,12,4.992,0.0,1.0,0.8739699340528913,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-571d8cVauQ$_$0_Whisper_small.en.json
-571d8cVauQ$_$5,已完成,"So very important to go out to the locations, walk around, talk with the owners if you can, tell them what you're doing, build a little excitement, put a little glitz on there, and let everybody know this is a very valuable spot. This is going to...",4,47,15.115,0.0,1.0,0.9495238966130196,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-571d8cVauQ$_$5_Whisper_small.en.json
-I_e4mIh0yE$_$1,已完成,In the United States we don't punish failure to the degree to which failure is punished in Europe.,1,18,7.444,0.0,1.0,0.9169625954495536,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-I_e4mIh0yE$_$1_Whisper_small.en.json
-I_e4mIh0yE$_$3,已完成,It's perceived that you've actually learned something over the course of your career and that you won't make the mistake twice.,1,21,8.994375,0.0,1.0,0.9494212752296811,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-I_e4mIh0yE$_$3_Whisper_small.en.json
-UacrmKiTn4$_$10,已完成,"because if they are not in any way held accountable for reading the material, they won't do it.",1,18,7.242,0.0,1.0,0.9412913430068228,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-UacrmKiTn4$_$10_Whisper_small.en.json
-UacrmKiTn4$_$4,已完成,"it, just given to their own devices. They are not going to read the textbook.",1,15,4.681,0.0,1.0,0.9170589198668798,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-UacrmKiTn4$_$4_Whisper_small.en.json
-hnBHBN8p5A$_$7,已完成,the majority of an entire nation to believe and trust his or her words.,1,14,7.308,0.0,1.0,0.9231434336730412,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-hnBHBN8p5A$_$7_Whisper_small.en.json
-hnBHBN8p5A$_$6,已完成,to follow just one vision. Have you ever wondered how a single person,2,13,6.3328125,0.0,1.0,0.8910303574341994,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-hnBHBN8p5A$_$6_Whisper_small.en.json
-qDkUB0GgYY$_$6,已完成,with us. We always love to hear what you have to say and like and share this video as well and,1,21,4.614,0.0,1.0,0.9279046782425472,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-qDkUB0GgYY$_$6_Whisper_small.en.json
-uywlfIYOS8$_$4,已完成,"And then from a brand point of view, we need to make sure that we're driving the relevant insights.",1,19,5.881125,0.0,1.0,0.9185506379918048,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-uywlfIYOS8$_$4_Whisper_small.en.json
-6rXp3zJ3kc$_$8,已完成,"aware of, many people are not until they get to be an older age and they realize that, gosh, they've wasted a lot of time and money in placing bets on stock that's ultimately lost value.",3,36,12.738,0.0,1.0,0.9513861495587561,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-6rXp3zJ3kc$_$8_Whisper_small.en.json
-9y-fZ3swSY$_$0,已完成,you can say hey you know what I really like baby's kid they're so soft they don't have any hair on their face it's so,2,25,6.757,0.0,1.0,0.8525921601057053,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-9y-fZ3swSY$_$0_Whisper_small.en.json
-9y-fZ3swSY$_$4,已完成,I've seen this in US or in the US.,1,9,2.6648125,0.0,1.0,0.8719180921713511,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-9y-fZ3swSY$_$4_Whisper_small.en.json
-9y-fZ3swSY$_$8,已完成,"man, that's a more decent and more polite way to call a lady.",1,13,4.917,0.0,1.0,0.9269863527554733,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-9y-fZ3swSY$_$8_Whisper_small.en.json
-AUZQgSxyPQ$_$2,已完成,The perfect soulmate to declare a cynic spot therapy brush. This gentle pH balanced and hydrating exfoliant contains jojoba and acai fruit oils with bamboo and prickly bear extracts. These deliver intense healing while smooth granules buff away dead dry skin cells.,4,42,22.4045625,0.0,1.0,0.8929281500833375,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-AUZQgSxyPQ$_$2_Whisper_small.en.json
-HeZS2-Prhc$_$2,已完成,today. The August jobs report is out and it was seen overall a solid but not great. The report,1,19,8.150875,0.0,1.0,0.904407904336327,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-HeZS2-Prhc$_$2_Whisper_small.en.json
-MeTTeMJBNc$_$0,已完成,"Okay, what happens at this point after we've taken this brief walk down memory lane is the presentation of the gift.",2,21,9.218,0.0,1.0,0.936470722868329,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-MeTTeMJBNc$_$0_Whisper_small.en.json
-MeTTeMJBNc$_$13,已完成,Whatever it is just needs to be a simple statement and then you present the gift.,1,16,5.255,0.0,1.0,0.9193164631724358,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-MeTTeMJBNc$_$13_Whisper_small.en.json
-MeTTeMJBNc$_$7,已完成,Maybe you could find a picture of the couple from their wedding or some time in their life or maybe even a current picture and have it put in a beautiful frame.,2,32,10.4113125,0.0,1.0,0.9344974253326654,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-MeTTeMJBNc$_$7_Whisper_small.en.json
-RfYyzHpjk4$_$11,已完成,"So get your friends lined up, get your business colleagues lined up and have a good time.",1,17,5.074,0.0,1.0,0.9220749455339768,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-RfYyzHpjk4$_$11_Whisper_small.en.json
-RfYyzHpjk4$_$8,已完成,"It's pretty pretty easy to do, but you've got to set up those numbers ahead of time",1,17,4.532,0.0,1.0,0.9402850024840411,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-RfYyzHpjk4$_$8_Whisper_small.en.json
-RfYyzHpjk4$_$2,已完成,"It can make a conference call, but it takes quite a bit of planning. Well, not a lot of planning. It's pretty easy to do",1,25,5.3918125,0.0,1.0,0.9545649254322052,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-RfYyzHpjk4$_$2_Whisper_small.en.json
-UUCSKoHeMA$_$0,已完成,"Okay, I mentioned a word in the last clip called monotone, and I want to talk about that briefly.",1,19,7.732,0.0,1.0,0.9592233676659433,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-UUCSKoHeMA$_$0_Whisper_small.en.json
-ri04Z7vwnc$_$0,已完成,Thanks for watching!,1,3,2.763,0.0,1.0,0.5989566637823979,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-ri04Z7vwnc$_$0_Whisper_small.en.json
-ri04Z7vwnc$_$2,已完成,"Hi, I'm Ajanta.",1,3,5.913375,0.0,1.0,0.9092384874820709,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-ri04Z7vwnc$_$2_Whisper_small.en.json
-ri04Z7vwnc$_$5,已完成,"and a lot of people who are working, you know, money is very important.",1,14,3.43975,0.0,1.0,0.9439621312277657,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-ri04Z7vwnc$_$5_Whisper_small.en.json
-s9qJ7ATP7w$_$1,已完成,The hardest thing in life to learn is to lose. Winning is easy.,2,13,4.6438125,0.0,1.0,0.9158402314552894,0,C:\Users\Administrator\Desktop\23华为杯\E.1\结果\03_Whisper_small_en\逐样本\-s9qJ7ATP7w$_$1_Whisper_small.en.json
