sample_id,video_id,clip_id,source_excel_row,video_relative_path,text,label,annotation,sha256
-dxfTGcXJoc$_$0,-dxfTGcXJoc,0,24,-dxfTGcXJoc/0.mp4,"This is Governor Steve Beshear ... About Kentucky Our state is home to more than 1,500 bioscience and lifescience companies and more than 100,000 people who work for these firms, in areas from nutrigenomics and pharmaceuticals to nanotechnology and medical devices.",1.0,Positive,04bd0be907fb46c613f926fe1b06bc2c3b30881c293156510baa34a4105ade55
-dxfTGcXJoc$_$2,-dxfTGcXJoc,2,25,-dxfTGcXJoc/2.mp4,"An estimated 20,000 biotech scientists, executives and industry experts from more than 50 nations were at the BIO conference to learn about the latest scientific advances, and to exchange ideas and establish business relationships.",0.6666666865348816,Positive,46a5e523b5dd00364c99a3bcbc6fae4c80e1382a84b5b5e681c46eb074ed10f7
-dxfTGcXJoc$_$6,-dxfTGcXJoc,6,26,-dxfTGcXJoc/6.mp4,Kentucky’s participation at the annual BIO International Convention is the primary means by which our high-tech companies and institutions can reach out to the global scientific community.,0.6666666865348816,Positive,55c1ff86729ab21da743a5107ed07b220e41b4193cd1c0ba9f009e65c3ab0513
-egA8-b7-3M$_$26,-egA8-b7-3M,26,27,-egA8-b7-3M/26.mp4,We're updating it all the time and looking forward to your comments on our videos.,1.6666666269302368,Positive,11f78aed680ea9c5862a15e04ff6c1f8776c46d29c98b68d28773ff39d959685
-egA8-b7-3M$_$17,-egA8-b7-3M,17,28,-egA8-b7-3M/17.mp4,"As you have more experience, you have more times exhibiting, you get to know more people.",0.3333333432674408,Positive,f967e81e0edd51c3700671721afb3fbecbbc32652f27d2db40ea444e8d80c68f
-egA8-b7-3M$_$18,-egA8-b7-3M,18,29,-egA8-b7-3M/18.mp4,It becomes easier at each one of these conferences to connect with people that you've met or that you're doing business with.,1.0,Positive,fd4bc95a6adfb16a9588b7ed65cc2812186ce3d607804dc76f4486312951ef90
-egA8-b7-3M$_$16,-egA8-b7-3M,16,30,-egA8-b7-3M/16.mp4,"Third, another big benefit of exhibiting is connecting with existing clients.",0.6666666865348816,Positive,4c015f85e3bd901ecedde8c0c2ca4a756d9a77dfe4177625c481581f2037ff9c
-egA8-b7-3M$_$13,-egA8-b7-3M,13,31,-egA8-b7-3M/13.mp4,"What are you doing that's different?"" They always want an answer.",0.3333333432674408,Positive,cbd627c225ebca37521ae238cb9ec254cad236822f4f37ebfbb039e6c56aea4c
-egA8-b7-3M$_$1,-egA8-b7-3M,1,32,-egA8-b7-3M/1.mp4,I started a successful Legal Nurse Consulting Business in 1989. I mentor nurses who want to become Legal Nurse Consultants.,0.6666666865348816,Positive,589a7989b1b4888568c31614a2d6beefba88fb87289c85b94df2d8051500403b
-egA8-b7-3M$_$6,-egA8-b7-3M,6,33,-egA8-b7-3M/6.mp4,First exhibiting is a wonderful opportunity to network with other legal vendors.,0.6666666865348816,Positive,2e88a00d5e55863aa956b4b0949fc0e4f2975ccfd83b3194957f6fca86ecfce0
-egA8-b7-3M$_$9,-egA8-b7-3M,9,34,-egA8-b7-3M/9.mp4,"Secondly, another goal of exhibiting  is building your company image.",0.3333333432674408,Positive,bcd643f328616312eae9b28e6c9aabbe8acaec3e4c4be58daeb45e3eee4d973c
-egA8-b7-3M$_$20,-egA8-b7-3M,20,35,-egA8-b7-3M/20.mp4,"Now you've got a face that you can connect with a voice, and that makes you closer to that client.",0.3333333432674408,Positive,719ef133920e74b3ea33925d2bca0270b062199116867568f88ac83cadcd74e8
-iRBcNs9oI8$_$3,-iRBcNs9oI8,3,36,-iRBcNs9oI8/3.mp4,"Well, it is the secret of power pose",0.6666666865348816,Positive,39c547acd1a8da2ebc6c6ab008191a5676420398a974cd9611cad087f0ccec50
-iRBcNs9oI8$_$7,-iRBcNs9oI8,7,37,-iRBcNs9oI8/7.mp4,"Well, for starters, let's look at the word ""power""",0.6666666865348816,Positive,cc7b1c7a06ec41d72007b5c42fb8036f30b66d5cf76e3f093160c22fc5e38081
-iRBcNs9oI8$_$6,-iRBcNs9oI8,6,38,-iRBcNs9oI8/6.mp4,What is a power pose,0.3333333432674408,Positive,030b0b8d8d4ae47799432ab71b66fcc881f077c5b0feef892c1f146dc0a592e3
-iRBcNs9oI8$_$9,-iRBcNs9oI8,9,39,-iRBcNs9oI8/9.mp4,Power is similar to strength,1.3333333730697632,Positive,352bdcc73d3622d6abac1b09f2039b211d15b9bf7acee66f0b07783c9b7a4c74
-iRBcNs9oI8$_$8,-iRBcNs9oI8,8,40,-iRBcNs9oI8/8.mp4,"I've drawn this man here, and if you can tell, he has a lot of big muscles, he looks very strong",1.0,Positive,72a49e3da2862addcde033bd2fbae957d086533664ca4dcbccd3a851bcd50412
-lzEya4AM_4$_$5,-lzEya4AM_4,5,41,-lzEya4AM_4/5.mp4,"If it falls into oh any of those three categories, inducing nausea and vomiting would be your next step.",-0.6666666865348816,Negative,3b74de8d0e66fd754594f05985e5af3480adcc03555f79225d3b727cb4bed043
-lzEya4AM_4$_$6,-lzEya4AM_4,6,42,-lzEya4AM_4/6.mp4,"If the product or poison is some type of petroleum product or corrosive product, you would not attempt to induce vomiting and nausea, as as the product burned on the way down it could cause damage and burning on the way back up.",-0.3333333432674408,Negative,ff5da5afb551001d58100ed2471caea51c741046d5396957efbf40082307ca18
-mJ2ud6oKI8$_$1,-mJ2ud6oKI8,1,43,-mJ2ud6oKI8/1.mp4,There are a dozen or more hands on techniques that we can do,0.0,Neutral,c8e3acb4ca08679796c4c8cdfcd8c2b3cffc0465015efaffa1eccdb55ff4f45b
-mJ2ud6oKI8$_$2,-mJ2ud6oKI8,2,44,-mJ2ud6oKI8/2.mp4,So physical therapists and chiropractors will do joint manipulations and mobilizations,0.0,Neutral,c41790f8b75f886bd1f5d6d72cbab1985306d0b715e5ae47203f3d0c8a3e7b28
-mJ2ud6oKI8$_$6,-mJ2ud6oKI8,6,45,-mJ2ud6oKI8/6.mp4,They are all very safe,0.3333333432674408,Positive,134a3a4ebbc423760133b0da0e90cfe84d75ea85df3968000afd84153c5d828d
-mJ2ud6oKI8$_$9,-mJ2ud6oKI8,9,46,-mJ2ud6oKI8/9.mp4,"It's safe and the person will feel better later on, but it's sort of like flossing your teeth for the first time",0.0,Neutral,df3442f3ed8f894b507923e87e426ae9636790a4a502d00c350a215270cc3e47
-mJ2ud6oKI8$_$8,-mJ2ud6oKI8,8,47,-mJ2ud6oKI8/8.mp4,Sometimes we have to stretch that joint that is already irritated,-0.3333333432674408,Negative,6af6614c9838417a48c4817f4dd5bf1e6669eb5f78f983e9a68adc113fcdc7cc
-mqbVkbCndg$_$0,-mqbVkbCndg,0,48,-mqbVkbCndg/0.mp4,"How, at a particular moment in time—our moment in time—are they limited",0.0,Neutral,cdeba953bba30907814acf72f3e35582dec263eaa25bdd922dad7fafe02e4dda
-t217m2on-s$_$2,-t217m2on-s,2,49,-t217m2on-s/2.mp4,"But a good thing to do is yawning, chewing gum is effective.",0.6666666865348816,Positive,6713a983112173204502dc5adbb886bc6c38554b4627698611931420c47663a8
-t217m2on-s$_$7,-t217m2on-s,7,50,-t217m2on-s/7.mp4,"If you find that your ears consistently do this and you can't pop them often, you'll definitely need to see a physician regarding those things, it could be something more of a nasal infection or a sinus infection that he would need to deal with.",-0.6666666865348816,Negative,41c76b8a733ecb780d56348f55d00f0ba0c07f44f46e93044e62d876710180b7
-tANM6ETl_M$_$3,-tANM6ETl_M,3,51,-tANM6ETl_M/3.mp4,"The first place is either you have a prospect, or a customer who's never done it before, or they've never tried it.",0.3333333432674408,Positive,6d3af064c060dad3816a9e1dfa00101faebd8b7da7d8ceea85b0bc0fca70abd6
-tPCytz4rww$_$11,-tPCytz4rww,11,52,-tPCytz4rww/11.mp4,"Make sure that your using comps that are not larger, no larger than twelve hundred square feet.",0.0,Neutral,6dc09d02467baaef67594ff32cffb01f8ed1565cda4c5abd161b8261a51e2e5d
-tPCytz4rww$_$10,-tPCytz4rww,10,53,-tPCytz4rww/10.mp4,Say twenty percent so if you've got a thousand square foot condo.,0.0,Neutral,758183192cbd5f0f20823d26ece3ddee40dec0aadec35247b2495510a53f52f8
-tPCytz4rww$_$12,-tPCytz4rww,12,54,-tPCytz4rww/12.mp4,"No less than eight hundred squire feet and going to similar in, similar with bedrooms and bathrooms as well and hopefully the complexes have similar amenities.",0.0,Neutral,e3c7f9cd67ad2d20fef997696dc278361f97f027db58762e22104e5720d509d5
-tPCytz4rww$_$16,-tPCytz4rww,16,55,-tPCytz4rww/16.mp4,So make sure to get a through or to do a through cleaning of the property.,0.0,Neutral,8b3f82f9628792eebaf8c227becc2ebeba59bb8abb668bcca86e07fb1a992a93
-tPCytz4rww$_$18,-tPCytz4rww,18,56,-tPCytz4rww/18.mp4,Do so and as well you'll also want to remove any clutter from that you've accumulated.,0.0,Neutral,eece70451e9c37a4b5f375bf646f66e09113fe3467f35bf1720cc14d986c1776
-vxjVxOeScU$_$4,-vxjVxOeScU,4,57,-vxjVxOeScU/4.mp4,"You're going to talk about their life, their marriage and usually how amazing it is that they've stayed together this long.",1.0,Positive,00282df9a314394f19d616d561bd1916d1d30dca4c814dfb43630ca164f4c719
-wMB_hJL-3o$_$7,-wMB_hJL-3o,7,58,-wMB_hJL-3o/7.mp4,So if you have a loved one who is depressed those are some of the things that you should think about doing.,0.3333333432674408,Positive,04a73d73fd150b07edab8e652fd14c9cb4a0f6e017ea97b17e8146e377b9fae7
-wny0OAz3g8$_$1,-wny0OAz3g8,1,59,-wny0OAz3g8/1.mp4,"And because they couldn’t join unions, many Black workers couldn’t get manufacturing or trade work – which paid much better than service work",0.3333333432674408,Positive,c5535859f129ce04da5f5b5104d02d4168057b9d947a5349d423278ad4f3d8e8
-wny0OAz3g8$_$0,-wny0OAz3g8,0,60,-wny0OAz3g8/0.mp4,trade labor unions didn’t allow Black workers to join,0.3333333432674408,Positive,1cc21b4432e2f4b592284ee40558a18acc7d208019117aebdb2f6a1b67ea198d
-wny0OAz3g8$_$3,-wny0OAz3g8,3,61,-wny0OAz3g8/3.mp4,Which then allowed the white workers and unions to justify their decision to not allow black workers into their union,-1.3333333730697632,Negative,ea917c506bc9fa39460f2b722f7c416f646312bb17cd74baa618905b54837bce
-wny0OAz3g8$_$2,-wny0OAz3g8,2,62,-wny0OAz3g8/2.mp4,"And because they couldn’t get these jobs, Black communities had more men out of work, higher rates of poverty, and more criminal behavior",-0.3333333432674408,Negative,1825fb37db2e914fb616cd80aebd613afd873eecb7edd4d0b53158bfda0e522a
-wny0OAz3g8$_$5,-wny0OAz3g8,5,63,-wny0OAz3g8/5.mp4,"This is what’s now known as racial formation theory, a theory formalized by modern sociologists Michael Omi and Howard Winant",1.0,Positive,6c6a8a4cba654b25190ab1793bfae81c3d2159ecd6cbc02d3fcbd598543acce0
-wny0OAz3g8$_$7,-wny0OAz3g8,7,64,-wny0OAz3g8/7.mp4,Omi and Winant argue that the concept of race came about as a tool to justify and maintain the economic and political power held by those of European descent,0.0,Neutral,cbf9cac1048ce191aef781d0c4563eb97f9f3ddd52eb1f9551fa78d31d70e7cd
-wny0OAz3g8$_$9,-wny0OAz3g8,9,65,-wny0OAz3g8/9.mp4,"He explores why Black and White Americans tend to have such different outcomes in terms of income, education, and more",0.6666666865348816,Positive,b76f70fe783ee76bf1b637137226c98e67d13a6b15ec725894175b36cd76a136
-571d8cVauQ$_$0,-571d8cVauQ,0,66,-571d8cVauQ/0.mp4,"This is Rhett Reiger, White Caspian Studios on behalf of Expert Village.",0.0,Neutral,defc62e1530d9b0cd27f2acfe042b71dd84d7e8c85f1df261f04912091976088
-571d8cVauQ$_$5,-571d8cVauQ,5,67,-571d8cVauQ/5.mp4,"So very important to go out to the locations, walk around, talk with the owners if you can, tell them what you're doing, build a little excitement, put a little glitz on there and let everybody knows this is a very valuable spot.",0.3333333432674408,Positive,e304c03fac1f477823fe0926c4fb421b9c4e4091f85718b729afe856c24a7d3e
-I_e4mIh0yE$_$1,-I_e4mIh0yE,1,68,-I_e4mIh0yE/1.mp4,In the United States we don't punish failure to the degree to which failure is punished in Europe.,-0.6666666865348816,Negative,8453a966d4bd1f0179eb86a35cd34c0864a3a3bc2fa86f37783060cc0d14f5df
-I_e4mIh0yE$_$3,-I_e4mIh0yE,3,69,-I_e4mIh0yE/3.mp4,"It's perceived that you have actually learned something, over the course of your carreer, and that you won't make the mistake twice.",0.6666666865348816,Positive,a015f02ae51d74c42ad27e2a0831263a303f0658ac8d984819e27ad61342b23e
-UacrmKiTn4$_$10,-UacrmKiTn4,10,70,-UacrmKiTn4/10.mp4,"Because, if they are not in any way held accountable for reading the material they won't do it.",-0.6666666865348816,Negative,00312e0602dbeac970de5d7dd0e8a970e514fe45d7fe6625b4f454b299e36360
-UacrmKiTn4$_$4,-UacrmKiTn4,4,71,-UacrmKiTn4/4.mp4,Just given to their own devices they are not going to read the textbook.,-1.3333333730697632,Negative,a7f2ab0d6ee2e2a2d5cd4239f03e6cac67c618ddb744891323df3ff87e29af84
-hnBHBN8p5A$_$7,-hnBHBN8p5A,7,72,-hnBHBN8p5A/7.mp4,"Picture this, before we actually start hacking, we’re in a room formal setting",0.6666666865348816,Positive,0ec6fb76226315d3fafbb483e3500e60cc8a6729617b10e4b4b76163595080fb
-hnBHBN8p5A$_$6,-hnBHBN8p5A,6,73,-hnBHBN8p5A/6.mp4,"Discussion, how to discuss ideas and opinions more effectively than a native speaker",1.0,Positive,997f6808ac3973ddd71800e91c8e10755c10b5037186d84348a79e00d672fdc7
-qDkUB0GgYY$_$6,-qDkUB0GgYY,6,74,-qDkUB0GgYY/6.mp4,"We always love to hear what you say, and like and share this video as well.",1.3333333730697632,Positive,ab19bf4a761d3919b7113b1104ccaadbbf0c4e7b45694904d094280a2c329c8b
-uywlfIYOS8$_$4,-uywlfIYOS8,4,75,-uywlfIYOS8/4.mp4,"And then from a brand point of view, we need to make sure we're driving the relevant insight.",0.3333333432674408,Positive,fde46f5222cf5cfec7af9c93214c972ce2d686b0bf9c90a291021601968986f9
-6rXp3zJ3kc$_$8,-6rXp3zJ3kc,8,76,-6rXp3zJ3kc/8.mp4,Many people are not until they get to be a older age and they realize that gosh they wasted a lot of time and money in placing bets on stock that's ultimately lost value.,-1.0,Negative,59b77a0f873b7fa95e7327b93d64bb5a4bdae84039321988ef70bba8e63ee1ae
-9y-fZ3swSY$_$0,-9y-fZ3swSY,0,77,-9y-fZ3swSY/0.mp4,"is, you can say, hey I really like baby skin, they are so soft, they don’t have any hair on their face",1.0,Positive,29a1fd181293cdbe24e50edcad51e3cc0f27a5824d840bcc39d453b272fb6e3c
-9y-fZ3swSY$_$4,-9y-fZ3swSY,4,78,-9y-fZ3swSY/4.mp4,I’ve seen this in US or in the US,0.0,Neutral,fe04a26710e85c58bdaad5a48618c7e0f742d82b0d920eb4a046c8f14a6921dc
-9y-fZ3swSY$_$8,-9y-fZ3swSY,8,79,-9y-fZ3swSY/8.mp4,That’s a more decent and more polite way to call a lady,1.6666666269302368,Positive,6140d031e614b62a5d8df73346fef2417c28cee3501310aa95aa40d358b4b256
-AUZQgSxyPQ$_$2,-AUZQgSxyPQ,2,80,-AUZQgSxyPQ/2.mp4,"The perfect soul mate to the Clarisonic Spot Therapy Brush, this gentle, Ph balanced and hydrating exfoliant containing jojoba and acai fruit oils and bamboo and prickly bear extracts deliver intense healing, while smooth granules buff away dead, dry skin cells.",0.6666666865348816,Positive,e09034b30bb4f8fb9f9c2568afc20f2a764e327fe6ef4e13f21804eaac51bb7b
-HeZS2-Prhc$_$2,-HeZS2-Prhc,2,81,-HeZS2-Prhc/2.mp4,The August jobs report is out and it was seen overall as solid but not great.,0.6666666865348816,Positive,edb0fa22fdfbd990c8174764af78670bd2ecad799240d35d96a1124a3cd9dc0c
-MeTTeMJBNc$_$0,-MeTTeMJBNc,0,82,-MeTTeMJBNc/0.mp4,"Okay, what happens at this point after we've taken this brief walk down memory lane, is the presentation of the gift.",0.3333333432674408,Positive,54e2097f7bdb455d243e72254e5af7ed16160739f2f3cfd22f57d2729ec1acbe
-MeTTeMJBNc$_$13,-MeTTeMJBNc,13,83,-MeTTeMJBNc/13.mp4,"It just needs to be a simple statement, and then you present the gift.",0.3333333432674408,Positive,80c5d996e5d7b61c58e1fe32d706efcaf80c8c8cddb5c37a5c66d527786c2a44
-MeTTeMJBNc$_$7,-MeTTeMJBNc,7,84,-MeTTeMJBNc/7.mp4,"Maybe you could find a picture of the couple from their wedding or sometime in their life, or maybe even a current picture and have it put in a beautiful frame.",1.3333333730697632,Positive,40716dc7402fd6398038eded58ce939ec76be6afbeea346b968bf4c427088f3a
-RfYyzHpjk4$_$11,-RfYyzHpjk4,11,85,-RfYyzHpjk4/11.mp4,"So get your friends lined up, get your business colleagues lined up and have a good time.",2.0,Positive,96e481cd732001239639c8cb4e7f94e570925e5a15940920ffab0cec1f13f904
-RfYyzHpjk4$_$8,-RfYyzHpjk4,8,86,-RfYyzHpjk4/8.mp4,"It's pretty, pretty easy to do but you got to set up those numbers ahead of time.",0.3333333432674408,Positive,ed8c672c532b8c7d1c830c82d6e2c14fcb3bbd3dc1a86670a03a6c8e83c02f3c
-RfYyzHpjk4$_$2,-RfYyzHpjk4,2,87,-RfYyzHpjk4/2.mp4,"You can make a conference call but it takes quite a bit of planning, well not a lot of planning it's pretty easy to do.",0.3333333432674408,Positive,5e428ee22de58c9d6561b9b4353bef9dfb811a5841d9ab07b5bc453d697ad17f
-UUCSKoHeMA$_$0,-UUCSKoHeMA,0,88,-UUCSKoHeMA/0.mp4,"I mentioned a word in the last clip called 'monotone', and I want to talk about that briefly.",0.0,Neutral,3f9792888ec8e969f61cfb6cb4de7bdf7ef8944afe0a9d2a9d13586e1f13b898
-ri04Z7vwnc$_$0,-ri04Z7vwnc,0,89,-ri04Z7vwnc/0.mp4,going to get married or are already married,0.0,Neutral,93021c70c8fad20ad3fded80e7fc790a2f9c96835de58a3b694c6906de42684b
-ri04Z7vwnc$_$2,-ri04Z7vwnc,2,90,-ri04Z7vwnc/2.mp4,"most people think it'll sort itself out, ""we'll discuss it later,"" it's not something too important",-0.3333333432674408,Negative,f5993ce3a6ee56298462c08692a96f78c7d914d7264257ed401de7d6e17fd148
-ri04Z7vwnc$_$5,-ri04Z7vwnc,5,91,-ri04Z7vwnc/5.mp4,""" So I think it's important to discuss finances",0.3333333432674408,Positive,2a5e4319bf592a18c8eb5117f7c7ec30c6c79528f9eac9fe4fb85bf70f277736
-s9qJ7ATP7w$_$1,-s9qJ7ATP7w,1,92,-s9qJ7ATP7w/1.mp4,"But the hardest thing in life to learn, is to lose",0.6666666865348816,Positive,a33e8f82a185bcb7648b523927308cdc2142e3076479ba2b45cd0e828636fc09
-s9qJ7ATP7w$_$0,-s9qJ7ATP7w,0,93,-s9qJ7ATP7w/0.mp4,"they have doubt, they have fear, they lose in a Ferrari race, or they lose in a race, and then they just give up",-0.3333333432674408,Negative,f2324dbc6debe0d1e4254e6f943523373e3cbb30d8d0555413ce3a7b370a4af5
-s9qJ7ATP7w$_$5,-s9qJ7ATP7w,5,94,-s9qJ7ATP7w/5.mp4,"I have been beat up and put down and everything that can go wrong, has gone wrong for me",-2.0,Negative,bd35eb8de64ce1f8b27921294598f7cf5bb971255738f51d06458c7096c58eae
-s9qJ7ATP7w$_$4,-s9qJ7ATP7w,4,95,-s9qJ7ATP7w/4.mp4,"I have lost at everything you can imagine, seriously",0.0,Neutral,76e0672ffce5857a789b41fb10606402f7da58c33579b1032a8282f86fb35bc9
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,7,96,-s9qJ7ATP7w/7.mp4,"I used to work for Warren Avis, the guy who started Avis Rent a Car, and he said to me one day, ""Robert, ""what's the purpose of business",1.0,Positive,5301f4403cf7cd299cc525d2f443392ac70fd70c3c9cd4a09406f2ba4df6734d
-s9qJ7ATP7w$_$6,-s9qJ7ATP7w,6,97,-s9qJ7ATP7w/6.mp4,But I just kept going,0.0,Neutral,40b684fd1b4559f0f82e72f9b47f4ce7c5e15059fe8d0d8ab112637cd3386451
-s9qJ7ATP7w$_$8,-s9qJ7ATP7w,8,98,-s9qJ7ATP7w/8.mp4,""" And I said, ""Oh, make a profit, and all these other things",1.3333333730697632,Positive,1de4d91bd9d9fb508a3779658747da88460db0bdb1beefe7ea5b2c77edfd2239
-yRb-Jum7EQ$_$1,-yRb-Jum7EQ,1,99,-yRb-Jum7EQ/1.mp4,"it comes with the assistance and agitation of states and regimes, Yesterday Iran announced that it will finance the families of the terrorists and murderers this shows that Iran, even after the nuclear agreement, is continuing to aid terrorism, including Palestinian terrorism, Hezbollah terrorism and its assistance to Hamas.",0.0,Neutral,2f16da1baa8660e5bfc608f5237cdd59725d16e57a19bc02c4556cd2c7129a46
-yRb-Jum7EQ$_$5,-yRb-Jum7EQ,5,100,-yRb-Jum7EQ/5.mp4,"Yesterday Eliav Gelman lost his life in another terrorist attack, not by the students of terrorism, but by those who teach terrorism, a Palestinian teacher.",-0.6666666865348816,Negative,6d6145293cf84d1fc8324dfa8d39465e2d7fc07affb67ff68deeabf6e3c410d9
-yRb-Jum7EQ$_$6,-yRb-Jum7EQ,6,101,-yRb-Jum7EQ/6.mp4,"Therefore, the world needs to stand with Israel against this incitement, which is the number one cause of terrorism.",0.0,Neutral,b51eb9ad06de804934cb6a315de591ba9ff7f8aa71bffff7f8001ab29945d989
