sample_id,word_count,primary_time_word_count,audio_valid_word_count,audio_f0_valid_word_count,visual_valid_word_count,visual_nearest_candidate_word_count,audio_visual_both_valid_word_count,words_without_primary_time,timed_words_with_no_audio_frame,timed_words_with_no_visual_frame,timed_words_with_frames_but_no_valid_face,feature_file,feature_file_sha256
-egA8-b7-3M$_$1,20,18,18,18,17,1,17,2,0,1,0,结果/08_原文词级跨模态对齐/逐样本/-egA8-b7-3M$_$1.npz,919d11eac0463c38826b44e8c030ecbf395999cd9c12c4076b9877b96dfe4d51
-egA8-b7-3M$_$6,12,12,12,12,12,0,12,0,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-egA8-b7-3M$_$6.npz,7c3d7ff01aacdd2e8693850be38f7ead3a31dd2ca211bd05ceab263b83defeb4
-egA8-b7-3M$_$9,10,10,10,10,10,0,10,0,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-egA8-b7-3M$_$9.npz,e66fa68d7a268bee784dd3b4c09d996bc84c61ad77701766d569bc8b989bd5ee
-egA8-b7-3M$_$20,20,19,19,19,17,2,17,1,0,2,0,结果/08_原文词级跨模态对齐/逐样本/-egA8-b7-3M$_$20.npz,87b9068277af294101ea91e0c625004a1e2c6aade57f63080c70f1ac76838ecb
-iRBcNs9oI8$_$3,8,1,1,1,0,0,0,7,0,0,1,结果/08_原文词级跨模态对齐/逐样本/-iRBcNs9oI8$_$3.npz,95bb6f7bb999b1166e8f459f56620cbb2b4d00472cd26e97947f3edc96de0188
-iRBcNs9oI8$_$7,9,0,0,0,0,0,0,9,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-iRBcNs9oI8$_$7.npz,f55fa52e79b3b07050fede8066169a37a94e15c3b3d411ab5a35b93f061c0f71
-iRBcNs9oI8$_$6,5,0,0,0,0,0,0,5,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-iRBcNs9oI8$_$6.npz,6f599be7c44c6142851d58de8ee45ed18f6baece4ffac24b56feff06afb90e4d
-iRBcNs9oI8$_$9,5,0,0,0,0,0,0,5,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-iRBcNs9oI8$_$9.npz,2be1b3ce7047b0506daa9da5c8774b48dd44282d82292ee5b7b3ee407c47c53d
-iRBcNs9oI8$_$8,21,1,1,1,0,0,0,20,0,0,1,结果/08_原文词级跨模态对齐/逐样本/-iRBcNs9oI8$_$8.npz,796d502a4eab9211b832e2cfe4a8280218f377d40d5a0e87a2effe11f3389a19
-lzEya4AM_4$_$5,19,17,17,16,16,1,16,2,0,1,0,结果/08_原文词级跨模态对齐/逐样本/-lzEya4AM_4$_$5.npz,9718ec8997724210956bbb6232356950cf12eaa70565c9acf33a82df3185f5f3
-lzEya4AM_4$_$6,43,39,39,33,38,1,38,4,0,1,0,结果/08_原文词级跨模态对齐/逐样本/-lzEya4AM_4$_$6.npz,6a3d80edcdef50072aed11cc20d064f6daf458483ab377b282951be5792c6823
-mJ2ud6oKI8$_$1,13,0,0,0,0,0,0,13,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-mJ2ud6oKI8$_$1.npz,3d748f6766a59892f242d6e429f417c0c826c370283941bacf720235ea47c3b0
-mJ2ud6oKI8$_$2,11,0,0,0,0,0,0,11,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-mJ2ud6oKI8$_$2.npz,b14252635fe8862a355bb71be9467f95b16b44de553485c776eebf24a91652fb
-mJ2ud6oKI8$_$6,5,1,1,1,1,0,1,4,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-mJ2ud6oKI8$_$6.npz,7cfb10e95e2a1f9f4b885c24302da1036a6940ec15e8d8bc5005eff12ea05322
-mJ2ud6oKI8$_$9,22,2,2,2,2,0,2,20,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-mJ2ud6oKI8$_$9.npz,daa0b93180036f8d675ebaeeb837baea35af008602d257fbbdaba8d451eb69de
-mJ2ud6oKI8$_$8,11,1,1,0,1,0,1,10,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-mJ2ud6oKI8$_$8.npz,a76c9b9f7c7917269869fd4c8fe1a5966ba8a257351eee9350c37b2667d3a13a
-mqbVkbCndg$_$0,14,14,14,14,13,1,13,0,0,1,0,结果/08_原文词级跨模态对齐/逐样本/-mqbVkbCndg$_$0.npz,553931fbb0afcd510251b7f2e536cbbdf3e769db862d32882e5684e8cd065a43
-t217m2on-s$_$2,12,10,10,10,10,0,10,2,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-t217m2on-s$_$2.npz,d1c0772ba20cf58431e37da1f203b4b44e41c8fa9432d41e16c297626abc83c7
-t217m2on-s$_$7,45,40,40,39,38,2,38,5,0,2,0,结果/08_原文词级跨模态对齐/逐样本/-t217m2on-s$_$7.npz,6c077ac9f72095f6c3c5fdc2ef3b2c50a234413c31a1ca8d898c71ce3cda3aac
-tANM6ETl_M$_$3,22,20,20,20,18,2,18,2,0,2,0,结果/08_原文词级跨模态对齐/逐样本/-tANM6ETl_M$_$3.npz,85dcf560d58bd6afc2ed292727b7b4cffa52c359f9e9aafbdcc874b7699277ef
-tPCytz4rww$_$11,17,11,11,11,11,0,11,6,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-tPCytz4rww$_$11.npz,0c881130051264bf1b11c28bbcd5ece9d957b9bec5e301e5b7d171758a4eeb37
-tPCytz4rww$_$10,12,10,10,10,9,1,9,2,0,1,0,结果/08_原文词级跨模态对齐/逐样本/-tPCytz4rww$_$10.npz,02d88fc0568850454f91a2abb5ae373b770b50365542f2e94856351ce19b6002
-tPCytz4rww$_$12,26,17,17,17,17,0,17,9,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-tPCytz4rww$_$12.npz,08c0cc3a00db87ea466711df45fc03745f79494afee28640944fa8b1f4c9cbb3
-tPCytz4rww$_$16,16,13,13,11,12,1,12,3,0,1,0,结果/08_原文词级跨模态对齐/逐样本/-tPCytz4rww$_$16.npz,3a6631baf5d00f1ccdafc0f6c178a655e80f806cbf58f52e2aab2a061edcc66b
-tPCytz4rww$_$18,16,0,0,0,0,0,0,16,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-tPCytz4rww$_$18.npz,6a9ce713a7920f81b0b7df0091509266491017574f60304934e0cd151c38c6f1
-vxjVxOeScU$_$4,21,21,21,19,21,0,21,0,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-vxjVxOeScU$_$4.npz,33dca0994f4c92d07705ac7616bb0564aff930a7a5f80c50af62d185ac85a4df
-wMB_hJL-3o$_$7,22,22,22,21,21,1,21,0,0,1,0,结果/08_原文词级跨模态对齐/逐样本/-wMB_hJL-3o$_$7.npz,fd07017739a74488afd9ef094acd18649259592a957a6dfabd9c798d7099a4a6
-wny0OAz3g8$_$1,22,22,22,22,1,2,1,0,0,1,20,结果/08_原文词级跨模态对齐/逐样本/-wny0OAz3g8$_$1.npz,c68e15c1feca4bef9b5435de6d14e5c2805095c48c8a4a03a3524ef635c01f0e
-wny0OAz3g8$_$0,9,1,1,1,1,0,1,8,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-wny0OAz3g8$_$0.npz,8bab9c677180aa7a4c265fd1282e4b67dc7294c8591dc400ebd2871e66ef504d
-wny0OAz3g8$_$3,20,20,20,20,2,1,2,0,0,0,18,结果/08_原文词级跨模态对齐/逐样本/-wny0OAz3g8$_$3.npz,3387c9a8a1d64a8ea498b114215b55fa2984a5bca66c51cc8b2843421a221e2c
-wny0OAz3g8$_$2,23,23,23,23,23,0,23,0,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-wny0OAz3g8$_$2.npz,01da1f86403a3d75100667cc4ed6ba488efa0a6bbeacf4432c084e2094cee8b1
-wny0OAz3g8$_$5,20,16,16,15,0,0,0,4,0,0,16,结果/08_原文词级跨模态对齐/逐样本/-wny0OAz3g8$_$5.npz,f8cb6ca8ab8e663ae3df9b8f98c2f9c5359e0a77fc0ca56a7e4d920820e07056
-wny0OAz3g8$_$7,29,29,29,29,10,1,10,0,0,0,19,结果/08_原文词级跨模态对齐/逐样本/-wny0OAz3g8$_$7.npz,d16213308cb4d80d0f7efe00e6cf837266b01e6685946e461e9697fff249c320
-wny0OAz3g8$_$9,20,20,20,20,19,1,19,0,0,1,0,结果/08_原文词级跨模态对齐/逐样本/-wny0OAz3g8$_$9.npz,c676817a6f73c7d6e75b72f55d0a649c2bf61ba89d8fe94e4d2d7325d1ba9bdd
-571d8cVauQ$_$0,12,12,12,12,11,1,11,0,0,1,0,结果/08_原文词级跨模态对齐/逐样本/-571d8cVauQ$_$0.npz,a101ffa80bf60ef9cfb6019ef72d6cd1a55889dd71d5bc19a2819e3d40d31ad4
-571d8cVauQ$_$5,43,42,42,38,40,2,40,1,0,2,0,结果/08_原文词级跨模态对齐/逐样本/-571d8cVauQ$_$5.npz,23e58c8f7692bcc7683c9662e23326fd7c723962c6febfbca0f44458238d31cf
-I_e4mIh0yE$_$1,18,17,17,17,17,0,17,1,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-I_e4mIh0yE$_$1.npz,7c903296064419ce49138d7f841e8ce8348f879c5af73f77df111d161a8e6258
-I_e4mIh0yE$_$3,22,9,9,6,9,0,9,13,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-I_e4mIh0yE$_$3.npz,9d6ae69eb97dd066aa70b61aeffd45982dc64fc68873759223613d8bdf5b525a
-UacrmKiTn4$_$10,18,18,18,17,18,0,18,0,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-UacrmKiTn4$_$10.npz,f4d68b72e87a4d2fff5c3299ea4b1b3bafc51696dccf71347dfc9bc6b5ce3779
-UacrmKiTn4$_$4,14,14,14,14,13,1,13,0,0,1,0,结果/08_原文词级跨模态对齐/逐样本/-UacrmKiTn4$_$4.npz,8aa85e1e0d5b6411e113c2b9c7dfe3779c5380cef4f38b209643d8791060259b
-hnBHBN8p5A$_$7,13,0,0,0,0,0,0,13,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-hnBHBN8p5A$_$7.npz,b36bfdef58648e5f5845375c0450e97b20c450e533e409b9b298367048acf22c
-hnBHBN8p5A$_$6,13,0,0,0,0,0,0,13,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-hnBHBN8p5A$_$6.npz,046e99d0d15231012091b51ec791b9b254551c653c45e4960f7f471da91faed8
-qDkUB0GgYY$_$6,16,16,16,16,16,0,16,0,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-qDkUB0GgYY$_$6.npz,f1e2bbeb9e1c67fccdc7218a081f692df2738b3531af93adbd947f3c02a61b0f
-uywlfIYOS8$_$4,18,5,5,5,5,0,5,13,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-uywlfIYOS8$_$4.npz,b5900eee1e7440eacb99143b2b851c7b8b227d5966499f1e153ab72a68c5257f
-6rXp3zJ3kc$_$8,34,30,30,26,29,1,29,4,0,1,0,结果/08_原文词级跨模态对齐/逐样本/-6rXp3zJ3kc$_$8.npz,3b71344a2f70932c3aff71239c8510d90cb1ee4df2861eec2e896c00949f79b6
-9y-fZ3swSY$_$0,22,17,17,17,17,0,17,5,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-9y-fZ3swSY$_$0.npz,c18679025ae06afc9be8f2c15333f0dd225744e55911c71de72dd78280eb95a2
-9y-fZ3swSY$_$4,9,9,9,9,9,0,9,0,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-9y-fZ3swSY$_$4.npz,b173aac86b14661a44c598d8509e6b4795c6f47de4b13d375c6e8dbc3bc5e4b3
-9y-fZ3swSY$_$8,12,12,12,12,8,0,8,0,0,0,4,结果/08_原文词级跨模态对齐/逐样本/-9y-fZ3swSY$_$8.npz,1ae2a71459be861b816a9d89245e5ecb5aedac65c40b2d6fb7856482e9d7f0b6
-AUZQgSxyPQ$_$2,41,34,34,21,34,0,34,7,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-AUZQgSxyPQ$_$2.npz,0ccc2a4f2bf5519bfa423d3eb1b6e6611bd6f6a767915c570b837f6ec083f2fb
-HeZS2-Prhc$_$2,16,13,13,13,13,0,13,3,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-HeZS2-Prhc$_$2.npz,d6d3a766590a468c506fe3cc0371aeb55563bbe6b57f1a12ea9357a3abee4514
-MeTTeMJBNc$_$0,21,20,20,16,20,0,20,1,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-MeTTeMJBNc$_$0.npz,110b9f0c401a713644c2a76524b298461865e319e18baa9dde8a6a063dd28884
-MeTTeMJBNc$_$13,14,14,14,11,13,1,13,0,0,1,0,结果/08_原文词级跨模态对齐/逐样本/-MeTTeMJBNc$_$13.npz,3563a80d84a8b85ca44f7d0976cf5dffe711390947300e3532cde300359cc206
-MeTTeMJBNc$_$7,31,29,29,26,27,2,27,2,0,2,0,结果/08_原文词级跨模态对齐/逐样本/-MeTTeMJBNc$_$7.npz,93044b72e6a033cb1467aa6b65954e91af73d3912ac18f92d26d6921448c4395
-RfYyzHpjk4$_$11,17,15,15,15,13,2,13,2,0,2,0,结果/08_原文词级跨模态对齐/逐样本/-RfYyzHpjk4$_$11.npz,6022c38b1699238945441fee2c17925d49d08af51be1036b6c26862677b45102
-RfYyzHpjk4$_$8,17,16,16,15,16,0,16,1,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-RfYyzHpjk4$_$8.npz,e3dfb6f81fdf3e6eef0a9e2a9e7cdee24cb15d3339ec084cb4cfe7834563e700
-RfYyzHpjk4$_$2,25,24,24,24,22,2,22,1,0,1,1,结果/08_原文词级跨模态对齐/逐样本/-RfYyzHpjk4$_$2.npz,bde12b003777aaa19e8264a72d379987379c53b08ce79d04e272fd8f1ac5055c
-UUCSKoHeMA$_$0,18,18,18,17,16,2,16,0,0,2,0,结果/08_原文词级跨模态对齐/逐样本/-UUCSKoHeMA$_$0.npz,4fe4f48472bb4675a7da801920f93fe0991a9b8b29b6e21249bd986acff2b726
-ri04Z7vwnc$_$0,8,0,0,0,0,0,0,8,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-ri04Z7vwnc$_$0.npz,4b0bec3bd55a624946635c852b786c51a557d5bff472672742e9dd96c29440ed
-ri04Z7vwnc$_$2,16,0,0,0,0,0,0,16,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-ri04Z7vwnc$_$2.npz,d89361ab6d7edc1e149db1299e5ad4a7c72a21298c413e687f960ac31887954c
-ri04Z7vwnc$_$5,8,1,1,0,1,0,1,7,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-ri04Z7vwnc$_$5.npz,1995d1f78dee6acc2fcafb2c2c8c89c880f94bc4079f050aab46ad02b264d10a
-s9qJ7ATP7w$_$1,11,7,7,7,6,1,6,4,0,1,0,结果/08_原文词级跨模态对齐/逐样本/-s9qJ7ATP7w$_$1.npz,90c8209ac636f7358bd9f9babdb9aee7d237905d2c1b90ec8fbbe34b2eb842b1
-s9qJ7ATP7w$_$0,24,18,18,17,17,1,17,6,0,1,0,结果/08_原文词级跨模态对齐/逐样本/-s9qJ7ATP7w$_$0.npz,3797b1673fc44b19f210605c52f142df45c8f28bfeaa576f4bd7f24ebe14668f
-s9qJ7ATP7w$_$5,19,18,18,17,18,0,18,1,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-s9qJ7ATP7w$_$5.npz,e31d8f5f29359f91970cd4d6134885889e458f8610ee8c7c69104e24c0ff37f9
-s9qJ7ATP7w$_$4,9,8,8,7,5,0,5,1,0,0,3,结果/08_原文词级跨模态对齐/逐样本/-s9qJ7ATP7w$_$4.npz,78aef7b5852689443e17d3494694b4d819fa7c0bbca2ac5c01f1ce4d7d8c43a4
-s9qJ7ATP7w$_$7,28,28,28,21,13,2,13,0,0,3,12,结果/08_原文词级跨模态对齐/逐样本/-s9qJ7ATP7w$_$7.npz,0180bd6147cc8bfdbda91308a93455726fccc978b0c8ed69fd31211762204a82
-s9qJ7ATP7w$_$6,5,5,5,1,5,0,5,0,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-s9qJ7ATP7w$_$6.npz,603259e34a0f5d615f9554b8bf2d897679df00bde23d9b48a8bfa754a98f12db
-s9qJ7ATP7w$_$8,12,12,12,6,11,1,11,0,0,1,0,结果/08_原文词级跨模态对齐/逐样本/-s9qJ7ATP7w$_$8.npz,d58e0fe14cb5834ff1a9f99df35d1015e83ea4cf465b28df9abd7d04a19a369d
-yRb-Jum7EQ$_$1,49,0,0,0,0,0,0,49,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-yRb-Jum7EQ$_$1.npz,7b9678ab9a1938968682fbf0d5d69f2428261f7a34875d9752276e29129a162a
-yRb-Jum7EQ$_$5,25,0,0,0,0,0,0,25,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-yRb-Jum7EQ$_$5.npz,f2d44507d6077c09d98e12bff1b8cbe183fe93634c5fd8c0b73e293069369edd
-yRb-Jum7EQ$_$6,19,0,0,0,0,0,0,19,0,0,0,结果/08_原文词级跨模态对齐/逐样本/-yRb-Jum7EQ$_$6.npz,59fa6ea7377608e29d6266cfa577c6ca6e1028bda188c9d97ebafdd8b3d94fdd
