sample_id,official_word_index,official_word,whisper_token_index,whisper_word_index,whisper_word,start_time_wav_s,end_time_wav_s,start_time_source_s,end_time_source_s,word_probability,mapping_method,timestamp_source,timestamp_status,word_time_valid_mask,automatic_flags
-3g5yACwYnA$_$3,8,our,8,8,our,4.38,4.64,4.38,4.64,0.9925064444541931,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$3,9,operation,9,9,operation,4.64,5.16,4.64,5.16,0.9917328357696533,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$3,10,called,10,10,called,5.16,5.8,5.16,5.8,0.8860669732093811,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$3,11,flocking,11,11,flocking,5.8,6.12,5.8,6.12,0.9220274686813354,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$3,12,and,12,12,and,,,,,0.9867089986801147,mandatory_unique_pair_in_all_optimal_LCS,,whisper_time_flagged_null,False,nonpositive_duration
-3g5yACwYnA$_$3,13,we,13,13,we,6.76,7.12,6.76,7.12,0.9961199760437012,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$3,14,don't,14,14,don't,7.12,7.22,7.12,7.22,0.9982568323612213,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$3,15,have,15,15,have,7.22,7.36,7.22,7.36,0.9978431463241577,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$3,16,the,16,16,the,7.36,7.48,7.36,7.48,0.9909272193908691,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$3,17,technical,17,17,technical,7.48,7.86,7.48,7.86,0.9918262958526611,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$3,18,inside,,,,,,,,,mandatory_unique_pair_in_all_optimal_LCS,,official_word_unmatched_or_ambiguous,False,
-3g5yACwYnA$_$3,19,compounding,21,21,compounding,8.92,9.92,8.92,9.92,0.9790051281452179,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$3,20,or,22,22,or,9.92,10.26,9.92,10.26,0.7336360216140747,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$3,21,the,23,23,the,10.26,10.4,10.26,10.4,0.9854888319969177,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$3,22,technical,24,24,technical,10.4,10.76,10.4,10.76,0.994305431842804,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$3,23,expertise,25,25,expertise,10.76,11.08,10.76,11.08,0.9915185570716858,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$3,24,to,26,26,to,11.08,11.4,11.08,11.4,0.9790787696838379,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$3,25,do,27,27,do,11.4,11.52,11.4,11.52,0.992275059223175,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$3,26,these,28,28,these,11.52,11.72,11.52,11.72,0.9908506274223328,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$3,27,types,29,29,types,11.72,11.9,11.72,11.9,0.9458610415458679,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$3,28,of,30,30,of,11.9,12.06,11.9,12.06,0.9977680444717407,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$3,29,things,31,31,things,12.06,12.36,12.06,12.36,0.9963802695274353,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$2,1,Key,1,1,key,1.6599999999999984,2.459999999999999,1.6599999999999984,2.459999999999999,0.19106550514698029,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$2,2,Polymer,2,2,polymer,2.459999999999999,3.26,2.459999999999999,3.26,0.18809305131435394,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$2,3,brings,3,3,brings,3.26,3.54,3.26,3.54,0.7154129147529602,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$2,4,a,4,4,a,3.54,3.72,3.54,3.72,0.8945802450180054,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$2,5,technical,5,5,technical,3.72,4.02,3.72,4.02,0.9869495034217834,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$2,6,aspect,6,6,aspect,4.02,4.58,4.02,4.58,0.9829707145690918,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$2,7,to,7,7,to,4.58,4.98,4.58,4.98,0.9833980798721313,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$2,8,our,8,8,our,4.98,5.92,4.98,5.92,0.9824422597885132,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$2,9,operation,9,9,operation,5.92,6.34,5.92,6.34,0.9551601409912109,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$2,10,that,10,10,that,6.34,6.62,6.34,6.62,0.9570742249488831,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$2,11,we,11,11,we,6.62,6.78,6.62,6.78,0.9982439279556274,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$2,12,don't,12,12,don't,6.78,6.98,6.78,6.98,0.9798181056976318,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$2,13,have,13,13,have,6.98,7.18,6.98,7.18,0.9918209314346313,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$2,14,internally,14,14,internally,7.18,7.64,7.18,7.64,0.9899916648864746,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$9,1,We,2,2,we,0.58,0.92,0.58,0.92,0.992073655128479,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$9,2,have,3,3,have,0.92,1.06,0.92,1.06,0.9968152642250061,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$9,3,many,4,4,many,1.06,1.32,1.06,1.32,0.9846484661102295,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$9,4,new,5,5,new,1.32,1.84,1.32,1.84,0.9687299132347107,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$9,5,opportunities,6,6,opportunities,1.84,2.3,1.84,2.3,0.9929100871086121,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$9,6,through,7,7,through,2.3,2.76,2.3,2.76,0.9045207500457764,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$9,7,the,8,8,the,2.76,3.46,2.76,3.46,0.9763025045394897,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$9,8,way,9,9,way,3.46,3.6,3.46,3.6,0.9750462770462036,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$9,9,things,10,10,things,3.6,3.84,3.6,3.84,0.9923880100250244,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$9,10,have,11,11,have,3.84,4.0,3.84,4.0,0.9900826811790466,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$9,11,changed,12,12,changed,4.0,4.2,4.0,4.2,0.9919368028640747,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$9,12,through,13,13,through,4.2,4.42,4.2,4.42,0.6275418400764465,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$9,13,the,14,14,the,4.42,4.56,4.42,4.56,0.9966932535171509,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$9,14,years,15,15,years,4.56,4.84,4.56,4.84,0.9946276545524597,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$9,15,looking,16,16,looking,5.58,5.8,5.58,5.8,0.9197472333908081,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$9,16,for,17,17,for,5.8,6.02,5.8,6.02,0.994914174079895,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$9,17,new,18,18,new,6.02,6.18,6.02,6.18,0.9886981248855591,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$9,18,niche,19,19,niche,6.18,6.46,6.18,6.46,0.9864843487739563,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$9,19,high,20,20,high,6.74,6.82,6.74,6.82,0.9966727495193481,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$9,20,end,21,21,end,6.82,7.0,6.82,7.0,0.9090807139873505,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$9,21,value,22,22,value,7.0,7.34,7.0,7.34,0.9069240689277649,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$9,22,added,23,23,added,7.34,7.52,7.34,7.52,0.9017904102802277,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$9,23,products,24,24,products,7.52,7.98,7.52,7.98,0.996623158454895,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3nNcZdcdvU$_$5,1,Noncompliance,,,,,,,,,mandatory_unique_pair_in_all_optimal_LCS,,official_word_unmatched_or_ambiguous,False,
-3nNcZdcdvU$_$5,2,can,3,3,can,1.32,1.86,1.32,1.86,0.9964467883110046,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3nNcZdcdvU$_$5,3,result,4,4,result,1.86,2.4,1.86,2.4,0.4182482957839966,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3nNcZdcdvU$_$5,4,in,5,5,in,2.4,2.76,2.4,2.76,0.99603670835495,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3nNcZdcdvU$_$5,5,legal,6,6,legal,2.76,3.0,2.76,3.0,0.9920410513877869,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3nNcZdcdvU$_$5,6,liability,7,7,liability,3.0,3.58,3.0,3.58,0.998849630355835,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3nNcZdcdvU$_$5,7,to,8,8,to,3.58,4.16,3.58,4.16,0.9965576529502869,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3nNcZdcdvU$_$5,8,you,9,9,you,4.16,4.54,4.16,4.54,0.9971808195114136,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3nNcZdcdvU$_$5,9,and,10,10,and,4.54,5.14,4.54,5.14,0.9168689250946045,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3nNcZdcdvU$_$5,10,to,11,11,to,5.14,5.38,5.14,5.38,0.9649480581283569,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3nNcZdcdvU$_$5,11,the,12,12,the,5.38,5.52,5.38,5.52,0.9926732182502747,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3nNcZdcdvU$_$5,12,school,13,13,school,5.52,5.72,5.52,5.72,0.9646692872047424,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3nNcZdcdvU$_$5,13,district,14,14,district,5.72,6.06,5.72,6.06,0.9975152015686035,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3nNcZdcdvU$_$5,14,in,15,15,in,6.06,6.28,6.06,6.28,0.9882602691650391,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3nNcZdcdvU$_$5,15,which,16,16,which,6.28,6.4,6.28,6.4,0.997564435005188,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3nNcZdcdvU$_$5,16,you,17,17,you,6.4,6.62,6.4,6.62,0.9905856251716614,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3nNcZdcdvU$_$5,17,are,18,18,are,6.62,6.74,6.62,6.74,0.9761975407600403,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-3nNcZdcdvU$_$5,18,employed,19,19,employed,6.74,7.12,6.74,7.12,0.9946159720420837,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$2,1,President,,,,,,,,,mandatory_unique_pair_in_all_optimal_LCS,,official_word_unmatched_or_ambiguous,False,
-HwX2H8Z4hY$_$2,2,Ronald,,,,,,,,,mandatory_unique_pair_in_all_optimal_LCS,,official_word_unmatched_or_ambiguous,False,
-HwX2H8Z4hY$_$2,3,Reagan,,,,,,,,,mandatory_unique_pair_in_all_optimal_LCS,,official_word_unmatched_or_ambiguous,False,
-HwX2H8Z4hY$_$2,4,Look,2,2,Look,2.28,2.82,2.28,2.82,0.9563334584236145,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$2,5,at,3,3,at,2.82,2.92,2.82,2.92,0.9965698719024658,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$2,6,the,4,4,the,2.92,3.04,2.92,3.04,0.9965872764587402,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$2,7,record,5,5,record,3.04,3.3,3.04,3.3,0.9943323135375977,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$5,1,President,1,1,President,0.0,1.16,0.0,1.16,0.7362056374549866,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$5,2,Ronald,2,2,Ronald,1.16,1.56,1.16,1.56,0.9956395626068115,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$5,3,Reagan,3,3,Reagan,1.56,2.0,1.56,2.0,0.9823776483535767,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$5,4,blamed,4,4,blamed,2.0,2.44,2.0,2.44,0.9517512321472168,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$5,5,the,5,5,the,2.44,2.74,2.44,2.74,0.9858522415161133,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$5,6,professional,6,6,professional,2.74,3.34,2.74,3.34,0.9157648086547852,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$5,7,bureaucracy,7,7,bureaucracy,3.34,3.92,3.34,3.92,0.9981029033660889,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$5,8,of,8,8,of,3.92,4.38,3.92,4.38,0.99673992395401,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$5,9,education,9,9,education,4.38,4.94,4.38,4.94,0.9855257868766785,exact_normalized_sequence,Whisper small.en word timestamp estimate,exact_text_whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$6,1,And,1,1,And,0.0,0.64,0.0,0.64,0.5303552746772766,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$6,2,in,2,2,in,0.64,0.76,0.64,0.76,0.8369653820991516,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$6,3,part,3,3,part,0.76,1.12,0.76,1.12,0.9927663803100586,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$6,4,Al,4,4,Al,1.58,1.62,1.58,1.62,0.988366425037384,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$6,5,Shanker,,,,,,,,,mandatory_unique_pair_in_all_optimal_LCS,,official_word_unmatched_or_ambiguous,False,
-HwX2H8Z4hY$_$6,6,did,6,6,did,2.1,2.4,2.1,2.4,0.9866939783096313,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$6,7,too,7,7,too,2.4,2.74,2.4,2.74,0.8183441162109375,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$9,1,It,1,1,It,0.0,0.62,0.0,0.62,0.5422265529632568,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$9,2,is,2,2,is,0.62,0.74,0.62,0.74,0.98908931016922,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$9,3,a,3,3,a,0.74,0.88,0.74,0.88,0.8854701519012451,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$9,4,word,4,4,word,0.88,1.14,0.88,1.14,0.9882196187973022,mandatory_unique_pair_in_all_optimal_LCS,Whisper small.en word timestamp estimate,partial_whisper_estimate_auto_qc_pass,True,
