sample_id,transcript_group,official_word_index,official_word,whisper_token_index,mfa_token_index,mfa_word,mfa_tier_word_index,mfa_candidate_start_time_wav_s,mfa_candidate_end_time_wav_s,mfa_candidate_start_time_source_s,mfa_candidate_end_time_source_s,whisper_start_time_wav_s,whisper_end_time_wav_s,mfa_whisper_max_edge_difference_s,mfa_mapping_method,timestamp_status,timestamp_evidence_tier,timestamp_source,mfa_whisper_discrepancy_over_0_5s,final_primary_start_time_wav_s,final_primary_end_time_wav_s,final_primary_start_time_source_s,final_primary_end_time_source_s,final_primary_valid_mask,candidate_valid_mask,automatic_flags,mfa_alignment_file
-3g5yACwYnA$_$3,text_mismatch,27,types,29,29,types,29,11.710000038146973,11.970000267028809,11.710000038146973,11.970000267028809,11.72,11.9,0.07000026702880824,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_unique_word_overlap_auto_qc_pass,B_unique_word_overlap_in_mismatched_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,11.710000038146973,11.970000267028809,11.710000038146973,11.970000267028809,True,True,,sample_0002.json
-3g5yACwYnA$_$3,text_mismatch,28,of,30,30,of,30,11.970000267028809,12.0600004196167,11.970000267028809,12.0600004196167,11.9,12.06,0.07000026702880824,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_unique_word_overlap_auto_qc_pass,B_unique_word_overlap_in_mismatched_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,11.970000267028809,12.0600004196167,11.970000267028809,12.0600004196167,True,True,,sample_0002.json
-3g5yACwYnA$_$3,text_mismatch,29,things,31,31,things,31,12.0600004196167,12.399999618530273,12.0600004196167,12.399999618530273,12.06,12.36,0.039999618530274006,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_unique_word_overlap_auto_qc_pass,B_unique_word_overlap_in_mismatched_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,12.0600004196167,12.399999618530273,12.0600004196167,12.399999618530273,True,True,,sample_0002.json
-3g5yACwYnA$_$2,exact_text,1,Key,1,1,key,1,0.2199999988079071,0.28999999165534973,0.2199999988079071,0.28999999165534973,1.6599999999999984,2.459999999999999,2.1700000083446493,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_whisper_discrepancy_over_0_5s_null_primary,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,True,,,,,False,True,mfa_whisper_edge_difference_over_0_5s,sample_0003.json
-3g5yACwYnA$_$2,exact_text,2,Polymer,2,2,polymer,2,1.2300000190734863,1.590000033378601,1.2300000190734863,1.590000033378601,2.459999999999999,3.26,1.6699999666213987,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_whisper_discrepancy_over_0_5s_null_primary,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,True,,,,,False,True,mfa_whisper_edge_difference_over_0_5s,sample_0003.json
-3g5yACwYnA$_$2,exact_text,3,brings,3,3,brings,3,2.0199999809265137,2.3399999141693115,2.0199999809265137,2.3399999141693115,3.26,3.54,1.2400000190734861,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_whisper_discrepancy_over_0_5s_null_primary,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,True,,,,,False,True,mfa_whisper_edge_difference_over_0_5s,sample_0003.json
-3g5yACwYnA$_$2,exact_text,4,a,4,4,a,4,2.3399999141693115,2.7100000381469727,2.3399999141693115,2.7100000381469727,3.54,3.72,1.2000000858306885,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_whisper_discrepancy_over_0_5s_null_primary,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,True,,,,,False,True,mfa_whisper_edge_difference_over_0_5s,sample_0003.json
-3g5yACwYnA$_$2,exact_text,5,technical,5,5,technical,5,3.0999999046325684,3.680000066757202,3.0999999046325684,3.680000066757202,3.72,4.02,0.6200000953674318,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_whisper_discrepancy_over_0_5s_null_primary,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,True,,,,,False,True,mfa_whisper_edge_difference_over_0_5s,sample_0003.json
-3g5yACwYnA$_$2,exact_text,6,aspect,6,6,aspect,6,4.28000020980835,4.75,4.28000020980835,4.75,4.02,4.58,0.26000020980835004,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,4.28000020980835,4.75,4.28000020980835,4.75,True,True,,sample_0003.json
-3g5yACwYnA$_$2,exact_text,7,to,7,7,to,7,4.75,5.0,4.75,5.0,4.58,4.98,0.16999999999999993,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,4.75,5.0,4.75,5.0,True,True,,sample_0003.json
-3g5yACwYnA$_$2,exact_text,8,our,8,8,our,8,5.21999979019165,5.619999885559082,5.21999979019165,5.619999885559082,4.98,5.92,0.3000001144409179,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,5.21999979019165,5.619999885559082,5.21999979019165,5.619999885559082,True,True,,sample_0003.json
-3g5yACwYnA$_$2,exact_text,9,operation,9,9,operation,9,5.809999942779541,6.489999771118164,5.809999942779541,6.489999771118164,5.92,6.34,0.1499997711181642,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,5.809999942779541,6.489999771118164,5.809999942779541,6.489999771118164,True,True,,sample_0003.json
-3g5yACwYnA$_$2,exact_text,10,that,10,10,that,10,6.489999771118164,6.650000095367432,6.489999771118164,6.650000095367432,6.34,6.62,0.1499997711181642,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,6.489999771118164,6.650000095367432,6.489999771118164,6.650000095367432,True,True,,sample_0003.json
-3g5yACwYnA$_$2,exact_text,11,we,11,11,we,11,6.650000095367432,6.769999980926514,6.650000095367432,6.769999980926514,6.62,6.78,0.030000095367431534,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,6.650000095367432,6.769999980926514,6.650000095367432,6.769999980926514,True,True,,sample_0003.json
-3g5yACwYnA$_$2,exact_text,12,don't,12,12,don't,12,6.769999980926514,7.010000228881836,6.769999980926514,7.010000228881836,6.78,6.98,0.03000022888183551,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,6.769999980926514,7.010000228881836,6.769999980926514,7.010000228881836,True,True,,sample_0003.json
-3g5yACwYnA$_$2,exact_text,13,have,13,13,have,13,7.010000228881836,7.210000038146973,7.010000228881836,7.210000038146973,6.98,7.18,0.03000022888183551,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,7.010000228881836,7.210000038146973,7.010000228881836,7.210000038146973,True,True,,sample_0003.json
-3g5yACwYnA$_$2,exact_text,14,internally,14,14,internally,14,7.210000038146973,7.699999809265137,7.210000038146973,7.699999809265137,7.18,7.64,0.05999980926513704,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_exact_transcript_auto_qc_pass,A_exact_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,7.210000038146973,7.699999809265137,7.210000038146973,7.699999809265137,True,True,,sample_0003.json
-3g5yACwYnA$_$9,text_mismatch,1,We,2,2,we,2,0.75,0.8999999761581421,0.75,0.8999999761581421,0.58,0.92,0.17000000000000004,mandatory_unique_exact_token_pair_in_all_optimal_LCS_alignments,mfa_primary_unique_word_overlap_auto_qc_pass,B_unique_word_overlap_in_mismatched_transcript,MFA 3.4.2 forced alignment of Whisper transcript,False,0.75,0.8999999761581421,0.75,0.8999999761581421,True,True,,sample_0004.json
