sample_id,official_transcript,whisper_transcript,official_token_count,whisper_token_count,substitutions,official_words_missing_from_whisper,extra_whisper_words,word_error_rate,critical_token_mismatch_count,normalized_sequence_exact,whisper_word_timestamp_count,whisper_nonlexical_timestamp_item_count,whisper_text_matches_timed_word_sequence,whisper_word_timestamp_flag_count,whisper_word_timestamp_flags,mfa_gate,automatic_reason,source_audio_start_s,audio_duration_s,language_probability,mean_word_probability
-NFrJFQijFE$_$2,So we coordinate with all the proper technical fields to get ready for the instrument to arrive here,"Hock's sense of hearing is excellent, and their eyes are",18,10,10,8,0,1.0,0,False,10,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,6.698,1.0,0.8848938559492429
-THoVjtIkeU$_$12,"What ever we turn our attention to is what grows and so if we believe that anything is possible, if we believe that social justice can be achieved and if we believe in youth, they will believe in themselves.","Whatever we turn our attention to is what grows. And so if we believe that anything is possible, if we believe that social justice can be achieved, and if we believe in youth, they will believe in themselves.",39,38,1,1,0,0.051282,0,False,38,0,True,1,nonpositive_duration,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,14.805,1.0,0.9670957358259904
-THoVjtIkeU$_$2,I think social justice is extremely important for young people.,I think social justice is extremely important for young people.,10,10,0,0,0,0.0,0,True,10,0,True,0,,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,4.23,1.0,0.9801799476146698
-THoVjtIkeU$_$6,"You know that I think listening to young people, taking in what they have to say because what we have seen all around the world is the power of youth.","I think that listening to young people, taking in what they have to say, because what we've seen all around the world is the power of youth.",30,27,3,3,0,0.2,0,False,27,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,7.982875,1.0,0.9426043875239514
-UuX1xuaiiE$_$1,^And all of them are really being able to explore ^these different areas in depth ^in a way that really wasn't available ^before the center was here,And all of them are really being able to explore these different areas in depth in a way that really wasn't available before the center was here.,27,27,0,0,0,0.0,0,True,27,0,True,0,,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,10.267,1.0,0.9340696997112699
-UuX1xuaiiE$_$0,^it's amazing to see their enthusiasm and their passion,It's amazing to see their enthusiasm and their passion.,9,9,0,0,0,0.0,0,True,9,0,True,0,,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,3.575875,1.0,0.9678224921226501
-UuX1xuaiiE$_$3,My goal is to become a human rights lawyer,My goal is to become a human rights lawyer.,9,9,0,0,0,0.0,0,True,9,0,True,0,,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,4.038,1.0,0.9369838701354133
-UuX1xuaiiE$_$6,"I ended up going to work for the US government as an intelligence analyst, specializing in war crimes and human rights issues","I ended up going to work for the U.S. government as an intelligence analyst, specializing in war crimes and human rights issues.",22,23,1,0,1,0.090909,0,False,23,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,7.9438125,1.0,0.9544480015402255
-a55Q6RWvTA$_$3,"And if you clip coupons, if you don't go out for dinner and movies and things of that nature and try to take up things in life that, well, they always say, ""the best things in life are free"". Reading a book, going for a nice walk, and, of course, combining exercise and various things of that nature where you're not spending money per se.","And if you clip coupons, if you don't go out for dinner and movies and things of that nature, and try to take up things in life that, well, they always say, the best things in life are free. Reading a book, going for a nice walk, and of course combining exercise and various things of that nature, where you're not spending money, per se.",65,65,0,0,0,0.0,0,True,65,0,True,0,,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,22.0833125,1.0,0.9579004480288579
-aNfi7CP8vM$_$7,"Maybe they have no political party affiliation, they're not interested in politics, they could care less about politics.","Maybe they have no political party affiliation, they're not interested in politics, they could care less about politics.",18,18,0,0,0,0.0,0,True,18,0,True,0,,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,8.5376875,1.0,0.9292787031994926
-aqamKhZ1Ec$_$0,"In 2008, there were very serious tribal warfare in Kenya following a disputed election.","In 2008, there were very serious tribal warfare in Kenya and even following a disputed election.",14,16,0,0,2,0.142857,0,False,16,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,10.89,1.0,0.8553962474688888
-dxfTGcXJoc$_$1,"For the 10th straight year, some of Kentucky’s best and most innovative biotech companies and technologies were on display at the annual BIO International Convention, which I and other state officials attended this week in Chicago.","For the tenth straight year, some of Kentucky's best and most innovative biotech companies and technologies were on display at the annual Bio International Convention, which I and other state officials attended this week in Chicago.",36,36,1,0,0,0.027778,1,False,36,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,16.018125,1.0,0.9561508629057143
-dxfTGcXJoc$_$0,"This is Governor Steve Beshear ... About Kentucky Our state is home to more than 1,500 bioscience and lifescience companies and more than 100,000 people who work for these firms, in areas from nutrigenomics and pharmaceuticals to nanotechnology and medical devices.","This is Governor Steve Beshear ... About Kentucky. Our state is home to more than 1,500 bioscience and life science companies, and more than 100,000 people who work for these firms, in areas from nutrigenomics and pharmaceuticals to nanotechnology and medical devices. For more information, visit www.fema.gov",42,50,1,0,8,0.214286,0,False,51,1,True,5,nonpositive_duration,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,20.41,1.0,0.8798443175200982
-dxfTGcXJoc$_$2,"An estimated 20,000 biotech scientists, executives and industry experts from more than 50 nations were at the BIO conference to learn about the latest scientific advances, and to exchange ideas and establish business relationships.","An estimated 20,000 biotech scientists, executives, and industry experts from more than 50 nations were at the bio conference to learn about the latest scientific advances and to exchange ideas and establish business relationships.",35,35,0,0,0,0.0,0,True,35,0,True,0,,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,16.633,1.0,0.9445508394922529
-dxfTGcXJoc$_$6,Kentucky’s participation at the annual BIO International Convention is the primary means by which our high-tech companies and institutions can reach out to the global scientific community.,Kentucky's participation at the annual Bio-International Convention is the primary means by which our high-tech companies and institutions can reach out to the global scientific community.,28,28,0,0,0,0.0,0,True,28,0,True,0,,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,12.628,1.0,0.9642099913741861
-egA8-b7-3M$_$26,We're updating it all the time and looking forward to your comments on our videos.,We are updating it all the time and looking forward to your comments on our videos.,15,16,1,0,1,0.133333,0,False,16,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,5.92,1.0,0.9093437008559704
-egA8-b7-3M$_$17,"As you have more experience, you have more times exhibiting, you get to know more people.","As you have more experience, you have more times exhibiting, you get to know more people.",16,16,0,0,0,0.0,0,True,16,0,True,0,,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,7.095,1.0,0.9680566564202309
-egA8-b7-3M$_$18,It becomes easier at each one of these conferences to connect with people that you've met or that you're doing business with.,It becomes easier at each one of these conferences to connect with people that you've met or that you're doing business with.,22,22,0,0,0,0.0,0,True,22,0,True,0,,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,8.2656875,1.0,0.9676844680851157
-egA8-b7-3M$_$16,"Third, another big benefit of exhibiting is connecting with existing clients.","Third, another big benefit of exhibiting is connecting with existing clients.",11,11,0,0,0,0.0,0,True,11,0,True,0,,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,5.483,1.0,0.9824896671555259
-egA8-b7-3M$_$13,"What are you doing that's different?"" They always want an answer.",What are you doing that's different? They always want an answer.,11,11,0,0,0,0.0,0,True,11,0,True,0,,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,4.023875,1.0,0.9460050626234575
-egA8-b7-3M$_$1,I started a successful Legal Nurse Consulting Business in 1989. I mentor nurses who want to become Legal Nurse Consultants.,I have started a successful legal nurse consulting business in 1989. I mentor nurses who want to become legal nurse consultants.,20,21,0,0,1,0.05,0,False,21,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,10.156,1.0,0.9535920719305674
-egA8-b7-3M$_$6,First exhibiting is a wonderful opportunity to network with other legal vendors.,"First, exhibiting is a wonderful opportunity to network with other legal vendors.",12,12,0,0,0,0.0,0,True,12,0,True,0,,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,6.183,1.0,0.9869063744942347
-egA8-b7-3M$_$9,"Secondly, another goal of exhibiting  is building your company image.","Secondly, another goal of exhibiting is building your company image.",10,10,0,0,0,0.0,0,True,10,0,True,0,,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,4.936,1.0,0.9851189196109772
-egA8-b7-3M$_$20,"Now you've got a face that you can connect with a voice, and that makes you closer to that client.",Now you've got a face that you can connect with a voice and that makes you closer to that client.,20,20,0,0,0,0.0,0,True,20,0,True,0,,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,6.4744375,1.0,0.9607748985290527
-iRBcNs9oI8$_$3,"Well, it is the secret of power pose","is going to help you on your tests, such as TOEFL, IELTS, or university.",8,14,8,0,6,1.75,0,False,14,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,5.538,1.0,0.9277369053590865
-iRBcNs9oI8$_$7,"Well, for starters, let's look at the word ""power""",interview. And this secret will also help you if you ever...,9,11,9,0,2,1.222222,0,False,11,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,4.00575,1.0,0.8918550204146992
-iRBcNs9oI8$_$6,What is a power pose,help you if you have an English job interview.,5,9,5,0,4,1.8,0,False,9,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,2.8204375,1.0,0.9738561709721884
-iRBcNs9oI8$_$9,Power is similar to strength,of Power Pose.,5,3,3,2,0,1.0,0,False,3,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,3.374,1.0,0.7881967226664225
-iRBcNs9oI8$_$8,"I've drawn this man here, and if you can tell, he has a lot of big muscles, he looks very strong","ever decide to ask out that special someone. So what is the secret I'm telling you about? Well, it is the secret...",21,22,21,0,1,1.047619,0,False,22,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,8.026,1.0,0.9576805999333208
-lzEya4AM_4$_$5,"If it falls into oh any of those three categories, inducing nausea and vomiting would be your next step.","If it falls into any of those three categories, inducing, nausea and vomiting would be your next step.",19,18,0,1,0,0.052632,0,False,18,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,7.5696875,1.0,0.9437909490532346
-lzEya4AM_4$_$6,"If the product or poison is some type of petroleum product or corrosive product, you would not attempt to induce vomiting and nausea, as as the product burned on the way down it could cause damage and burning on the way back up.","If the product or poison is some type of petroleum product or corrosive product, you would not attempt to induce vomiting and nausea. As the product burned on the way down, it could cause damage in burning on the way back up.",43,42,1,1,0,0.046512,0,False,42,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,14.740375,1.0,0.9674237327916282
-mJ2ud6oKI8$_$1,There are a dozen or more hands on techniques that we can do,You,13,1,1,12,0,1.0,0,False,1,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,6.054,1.0,0.18373042345046997
-mJ2ud6oKI8$_$2,So physical therapists and chiropractors will do joint manipulations and mobilizations,You,11,1,1,10,0,1.0,0,False,1,0,True,1,very_long_duration_review,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,5.7016875,1.0,0.16936469078063965
-mJ2ud6oKI8$_$6,They are all very safe,that we all want to approach really any.,5,8,4,0,3,1.4,0,False,8,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,2.228125,1.0,0.8681231662631035
-mJ2ud6oKI8$_$9,"It's safe and the person will feel better later on, but it's sort of like flossing your teeth for the first time",to find out because you might have hip osteoarthritis but that you could also have other you know dysfunctions around your,22,21,20,1,0,0.954545,1,False,21,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,6.90875,1.0,0.8635158013729822
-mJ2ud6oKI8$_$8,Sometimes we have to stretch that joint that is already irritated,"We want to evaluate them, you know, give them a full thorough evaluation to find...",11,15,8,1,5,1.272727,0,False,15,0,True,1,nonpositive_duration,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,4.171375,1.0,0.8700833797454834
-mqbVkbCndg$_$0,"How, at a particular moment in time—our moment in time—are they limited","How at a particular moment in time, our moment in time, are they limited?",14,14,0,0,0,0.0,0,True,14,0,True,0,,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,6.385,1.0,0.9646541689123426
-t217m2on-s$_$2,"But a good thing to do is yawning, chewing gum is effective.",But a good thing to do is yawning. Chewing gum is effective.,12,12,0,0,0,0.0,0,True,12,0,True,0,,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,5.63,1.0,0.9201955907046795
-t217m2on-s$_$7,"If you find that your ears consistently do this and you can't pop them often, you'll definitely need to see a physician regarding those things, it could be something more of a nasal infection or a sinus infection that he would need to deal with.","If you find that your ears consistently do this and you can't pop them often, you'll definitely need to see a physician regarding those things. It could be something more of a nasal infection or a sinus infection that he would need to deal with.",45,45,0,0,0,0.0,0,True,45,0,True,1,very_long_duration_review,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,17.026,1.0,0.9604262034098308
-tANM6ETl_M$_$3,"The first place is either you have a prospect, or a customer who's never done it before, or they've never tried it.",The first place is either you have a prospect or a customer who's never done it before. They've never tried it.,22,21,0,1,0,0.045455,0,False,21,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,6.603625,1.0,0.9700029265312922
-tPCytz4rww$_$11,"Make sure that your using comps that are not larger, no larger than twelve hundred square feet.","So make sure that you're using comps that are no larger than 1,200 square feet, no less.",17,18,3,2,3,0.470588,4,False,18,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,5.378,1.0,0.9039452224969864
-tPCytz4rww$_$10,Say twenty percent so if you've got a thousand square foot condo.,"footage, say 20%. So if you've got a thousand square foot condo, make sure",12,14,3,0,2,0.416667,2,False,14,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,4.678,1.0,0.8725412179316793
-tPCytz4rww$_$12,"No less than eight hundred squire feet and going to similar in, similar with bedrooms and bathrooms as well and hopefully the complexes have similar amenities.","square feet, no less than 800 square feet, and going to be similar with bedrooms and bathrooms as well, and hopefully the complexes have similar amenities.",26,26,3,2,2,0.269231,2,False,26,0,True,1,very_long_duration_review,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,11.736,1.0,0.9117688444944528
-tPCytz4rww$_$16,So make sure to get a through or to do a through cleaning of the property.,"So, make sure to get a thorough, or to do a thorough cleaning of the property if you need",16,19,2,0,3,0.3125,0,False,19,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,7.139,1.0,0.9295993886495891
-tPCytz4rww$_$18,Do so and as well you'll also want to remove any clutter from that you've accumulated.,"out, do so, and as well, you'll also want to remove any clutter from the home that you've accumulated over a period of time.",16,24,0,0,8,0.5,0,False,24,0,True,4,nonpositive_duration,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,6.5688125,1.0,0.8860955080017447
-vxjVxOeScU$_$4,"You're going to talk about their life, their marriage and usually how amazing it is that they've stayed together this long.","You're going to talk about their life, their marriage, and usually how amazing it is that they've stayed together this long.",21,21,0,0,0,0.0,0,True,21,0,True,1,very_short_duration_review,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,9.037,1.0,0.9592138259183793
-wMB_hJL-3o$_$7,So if you have a loved one who is depressed those are some of the things that you should think about doing.,"So, if you have a loved one who is depressed, those are some of the things that you should think about doing.",22,22,0,0,0,0.0,0,True,22,0,True,0,,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,5.9755625,1.0,0.9674835205078125
-wny0OAz3g8$_$1,"And because they couldn’t join unions, many Black workers couldn’t get manufacturing or trade work – which paid much better than service work","to join. And because they couldn't join unions, many black workers couldn't get manufacturing or trade work, which paid much better than service work. And because",22,26,0,0,4,0.181818,0,False,26,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,6.776,1.0,0.972429551757299
-wny0OAz3g8$_$0,trade labor unions didn’t allow Black workers to join,allow black workers to join.,9,5,0,4,0,0.444444,1,False,5,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,3.274,1.0,0.7585972367000068
-wny0OAz3g8$_$3,Which then allowed the white workers and unions to justify their decision to not allow black workers into their union,which then allowed the white workers and unions to justify their decision to not allow black workers into their union. The prevailing—,20,22,0,0,2,0.1,0,False,22,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,6.099875,1.0,0.8924019607630643
-wny0OAz3g8$_$2,"And because they couldn’t get these jobs, Black communities had more men out of work, higher rates of poverty, and more criminal behavior","service work. And because they couldn't get these jobs, black communities had more men out of work, higher rates of poverty, and more criminal behavior.",23,25,0,0,2,0.086957,0,False,25,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,6.5226875,1.0,0.9639516639709472
-wny0OAz3g8$_$5,"This is what’s now known as racial formation theory, a theory formalized by modern sociologists Michael Omi and Howard Winant","This is what's now known as racial formation theory, a theory formalized by modern sociologists Michael Omi and Howard Winant.",20,20,0,0,0,0.0,0,True,20,0,True,0,,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,6.741,1.0,0.9138755199809869
-wny0OAz3g8$_$7,Omi and Winant argue that the concept of race came about as a tool to justify and maintain the economic and political power held by those of European descent,forces. Omi and Winant argue that the concept of race came about as a tool to justify and maintain the economic and political power held by those of European descent. Another-,29,31,0,0,2,0.068966,0,False,32,1,True,1,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,7.9105,1.0,0.8819676885614172
-wny0OAz3g8$_$9,"He explores why Black and White Americans tend to have such different outcomes in terms of income, education, and more","Wilson. He explores why black and white Americans tend to have such different outcomes in terms of income, education, and more.",20,21,0,0,1,0.05,0,False,21,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,6.043,1.0,0.9600035832041786
-571d8cVauQ$_$0,"This is Rhett Reiger, White Caspian Studios on behalf of Expert Village.","This is Rhett Reiger, White Caspian Studios, on behalf of Expert Village.",12,12,0,0,0,0.0,0,True,12,0,True,0,,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,4.992,1.0,0.8739699340528913
-571d8cVauQ$_$5,"So very important to go out to the locations, walk around, talk with the owners if you can, tell them what you're doing, build a little excitement, put a little glitz on there and let everybody knows this is a very valuable spot.","So very important to go out to the locations, walk around, talk with the owners if you can, tell them what you're doing, build a little excitement, put a little glitz on there, and let everybody know this is a very valuable spot. This is going to...",43,47,1,0,4,0.116279,0,False,47,0,True,1,nonpositive_duration,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,15.115,1.0,0.9495238966130196
-I_e4mIh0yE$_$1,In the United States we don't punish failure to the degree to which failure is punished in Europe.,In the United States we don't punish failure to the degree to which failure is punished in Europe.,18,18,0,0,0,0.0,0,True,18,0,True,0,,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,7.444,1.0,0.9169625954495536
-I_e4mIh0yE$_$3,"It's perceived that you have actually learned something, over the course of your carreer, and that you won't make the mistake twice.",It's perceived that you've actually learned something over the course of your career and that you won't make the mistake twice.,22,21,2,1,0,0.136364,0,False,21,0,True,1,very_long_duration_review,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,8.994375,1.0,0.9494212752296811
-UacrmKiTn4$_$10,"Because, if they are not in any way held accountable for reading the material they won't do it.","because if they are not in any way held accountable for reading the material, they won't do it.",18,18,0,0,0,0.0,0,True,18,0,True,0,,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,7.242,1.0,0.9412913430068228
-UacrmKiTn4$_$4,Just given to their own devices they are not going to read the textbook.,"it, just given to their own devices. They are not going to read the textbook.",14,15,0,0,1,0.071429,0,False,15,0,True,1,nonpositive_duration,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,4.681,1.0,0.9170589198668798
-hnBHBN8p5A$_$7,"Picture this, before we actually start hacking, we’re in a room formal setting",the majority of an entire nation to believe and trust his or her words.,13,14,13,0,1,1.076923,0,False,14,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,7.308,1.0,0.9231434336730412
-hnBHBN8p5A$_$6,"Discussion, how to discuss ideas and opinions more effectively than a native speaker",to follow just one vision. Have you ever wondered how a single person,13,13,12,0,0,0.923077,1,False,13,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,6.3328125,1.0,0.8910303574341994
-qDkUB0GgYY$_$6,"We always love to hear what you say, and like and share this video as well.",with us. We always love to hear what you have to say and like and share this video as well and,16,21,0,0,5,0.3125,0,False,21,0,True,1,nonpositive_duration,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,4.614,1.0,0.9279046782425472
-uywlfIYOS8$_$4,"And then from a brand point of view, we need to make sure we're driving the relevant insight.","And then from a brand point of view, we need to make sure that we're driving the relevant insights.",18,19,1,0,1,0.111111,0,False,19,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,5.881125,1.0,0.9185506379918048
-6rXp3zJ3kc$_$8,Many people are not until they get to be a older age and they realize that gosh they wasted a lot of time and money in placing bets on stock that's ultimately lost value.,"aware of, many people are not until they get to be an older age and they realize that, gosh, they've wasted a lot of time and money in placing bets on stock that's ultimately lost value.",34,36,2,0,2,0.117647,0,False,36,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,12.738,1.0,0.9513861495587561
-9y-fZ3swSY$_$0,"is, you can say, hey I really like baby skin, they are so soft, they don’t have any hair on their face",you can say hey you know what I really like baby's kid they're so soft they don't have any hair on their face it's so,22,25,3,2,5,0.454545,0,False,25,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,6.757,1.0,0.8525921601057053
-9y-fZ3swSY$_$4,I’ve seen this in US or in the US,I've seen this in US or in the US.,9,9,0,0,0,0.0,0,True,9,0,True,0,,candidate_for_mfa_auto_screen,忽略大小写和标点后词序列完全一致,0.0,2.6648125,1.0,0.8719180921713511
-9y-fZ3swSY$_$8,That’s a more decent and more polite way to call a lady,"man, that's a more decent and more polite way to call a lady.",12,13,0,0,1,0.083333,0,False,13,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,4.917,1.0,0.9269863527554733
-AUZQgSxyPQ$_$2,"The perfect soul mate to the Clarisonic Spot Therapy Brush, this gentle, Ph balanced and hydrating exfoliant containing jojoba and acai fruit oils and bamboo and prickly bear extracts deliver intense healing, while smooth granules buff away dead, dry skin cells.",The perfect soulmate to declare a cynic spot therapy brush. This gentle pH balanced and hydrating exfoliant contains jojoba and acai fruit oils with bamboo and prickly bear extracts. These deliver intense healing while smooth granules buff away dead dry skin cells.,41,42,7,0,1,0.195122,0,False,42,0,True,0,,text_mismatch_no_align,归一化词序列存在插入、漏词或替换；不对原文强制对齐,0.0,22.4045625,1.0,0.8929281500833375
