sample_id,official_word_index,official_word,whisper_word_index,whisper_word,start_time_wav_s,end_time_wav_s,start_time_source_s,end_time_source_s,timestamp_source,timestamp_status,word_time_valid_mask,automatic_flags
-3g5yACwYnA$_$2,13,have,13,have,6.98,7.18,6.98,7.18,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$2,14,internally,14,internally,7.18,7.64,7.18,7.64,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-3g5yACwYnA$_$9,1,We,,,,,,,,text_mismatch_no_original_time,False,
-3g5yACwYnA$_$9,2,have,,,,,,,,text_mismatch_no_original_time,False,
-3g5yACwYnA$_$9,3,many,,,,,,,,text_mismatch_no_original_time,False,
-3g5yACwYnA$_$9,4,new,,,,,,,,text_mismatch_no_original_time,False,
-3g5yACwYnA$_$9,5,opportunities,,,,,,,,text_mismatch_no_original_time,False,
-3g5yACwYnA$_$9,6,through,,,,,,,,text_mismatch_no_original_time,False,
-3g5yACwYnA$_$9,7,the,,,,,,,,text_mismatch_no_original_time,False,
-3g5yACwYnA$_$9,8,way,,,,,,,,text_mismatch_no_original_time,False,
-3g5yACwYnA$_$9,9,things,,,,,,,,text_mismatch_no_original_time,False,
-3g5yACwYnA$_$9,10,have,,,,,,,,text_mismatch_no_original_time,False,
-3g5yACwYnA$_$9,11,changed,,,,,,,,text_mismatch_no_original_time,False,
-3g5yACwYnA$_$9,12,through,,,,,,,,text_mismatch_no_original_time,False,
-3g5yACwYnA$_$9,13,the,,,,,,,,text_mismatch_no_original_time,False,
-3g5yACwYnA$_$9,14,years,,,,,,,,text_mismatch_no_original_time,False,
-3g5yACwYnA$_$9,15,looking,,,,,,,,text_mismatch_no_original_time,False,
-3g5yACwYnA$_$9,16,for,,,,,,,,text_mismatch_no_original_time,False,
-3g5yACwYnA$_$9,17,new,,,,,,,,text_mismatch_no_original_time,False,
-3g5yACwYnA$_$9,18,niche,,,,,,,,text_mismatch_no_original_time,False,
-3g5yACwYnA$_$9,19,high,,,,,,,,text_mismatch_no_original_time,False,
-3g5yACwYnA$_$9,20,end,,,,,,,,text_mismatch_no_original_time,False,
-3g5yACwYnA$_$9,21,value,,,,,,,,text_mismatch_no_original_time,False,
-3g5yACwYnA$_$9,22,added,,,,,,,,text_mismatch_no_original_time,False,
-3g5yACwYnA$_$9,23,products,,,,,,,,text_mismatch_no_original_time,False,
-3nNcZdcdvU$_$5,1,Noncompliance,,,,,,,,text_mismatch_no_original_time,False,
-3nNcZdcdvU$_$5,2,can,,,,,,,,text_mismatch_no_original_time,False,
-3nNcZdcdvU$_$5,3,result,,,,,,,,text_mismatch_no_original_time,False,
-3nNcZdcdvU$_$5,4,in,,,,,,,,text_mismatch_no_original_time,False,
-3nNcZdcdvU$_$5,5,legal,,,,,,,,text_mismatch_no_original_time,False,
-3nNcZdcdvU$_$5,6,liability,,,,,,,,text_mismatch_no_original_time,False,
-3nNcZdcdvU$_$5,7,to,,,,,,,,text_mismatch_no_original_time,False,
-3nNcZdcdvU$_$5,8,you,,,,,,,,text_mismatch_no_original_time,False,
-3nNcZdcdvU$_$5,9,and,,,,,,,,text_mismatch_no_original_time,False,
-3nNcZdcdvU$_$5,10,to,,,,,,,,text_mismatch_no_original_time,False,
-3nNcZdcdvU$_$5,11,the,,,,,,,,text_mismatch_no_original_time,False,
-3nNcZdcdvU$_$5,12,school,,,,,,,,text_mismatch_no_original_time,False,
-3nNcZdcdvU$_$5,13,district,,,,,,,,text_mismatch_no_original_time,False,
-3nNcZdcdvU$_$5,14,in,,,,,,,,text_mismatch_no_original_time,False,
-3nNcZdcdvU$_$5,15,which,,,,,,,,text_mismatch_no_original_time,False,
-3nNcZdcdvU$_$5,16,you,,,,,,,,text_mismatch_no_original_time,False,
-3nNcZdcdvU$_$5,17,are,,,,,,,,text_mismatch_no_original_time,False,
-3nNcZdcdvU$_$5,18,employed,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$2,1,President,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$2,2,Ronald,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$2,3,Reagan,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$2,4,Look,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$2,5,at,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$2,6,the,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$2,7,record,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$5,1,President,1,President,0.0,1.16,0.0,1.16,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$5,2,Ronald,2,Ronald,1.16,1.56,1.16,1.56,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$5,3,Reagan,3,Reagan,1.56,2.0,1.56,2.0,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$5,4,blamed,4,blamed,2.0,2.44,2.0,2.44,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$5,5,the,5,the,2.44,2.74,2.44,2.74,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$5,6,professional,6,professional,2.74,3.34,2.74,3.34,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$5,7,bureaucracy,7,bureaucracy,3.34,3.92,3.34,3.92,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$5,8,of,8,of,3.92,4.38,3.92,4.38,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$5,9,education,9,education,4.38,4.94,4.38,4.94,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-HwX2H8Z4hY$_$6,1,And,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$6,2,in,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$6,3,part,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$6,4,Al,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$6,5,Shanker,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$6,6,did,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$6,7,too,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$9,1,It,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$9,2,is,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$9,3,a,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$9,4,word,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$9,5,which,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$9,6,the,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$9,7,administrator,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$9,8,uses,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$9,9,when,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$9,10,he,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$9,11,turns,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$9,12,around,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$9,13,anything,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$9,14,which,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$9,15,he,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$9,16,doesn't,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$9,17,like,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$9,18,that,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$9,19,the,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$9,20,teacher,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$9,21,is,,,,,,,,text_mismatch_no_original_time,False,
-HwX2H8Z4hY$_$9,22,doing,,,,,,,,text_mismatch_no_original_time,False,
-NFrJFQijFE$_$1,1,Structural,,,,,,,,asr_empty_no_original_time,False,
-NFrJFQijFE$_$1,2,mounts,,,,,,,,asr_empty_no_original_time,False,
-NFrJFQijFE$_$1,3,inside,,,,,,,,asr_empty_no_original_time,False,
-NFrJFQijFE$_$1,4,have,,,,,,,,asr_empty_no_original_time,False,
-NFrJFQijFE$_$1,5,to,,,,,,,,asr_empty_no_original_time,False,
-NFrJFQijFE$_$1,6,be,,,,,,,,asr_empty_no_original_time,False,
-NFrJFQijFE$_$1,7,properly,,,,,,,,asr_empty_no_original_time,False,
-NFrJFQijFE$_$1,8,stress,,,,,,,,asr_empty_no_original_time,False,
-NFrJFQijFE$_$1,9,analyzed,,,,,,,,asr_empty_no_original_time,False,
-NFrJFQijFE$_$1,10,so,,,,,,,,asr_empty_no_original_time,False,
-NFrJFQijFE$_$1,11,we,,,,,,,,asr_empty_no_original_time,False,
-NFrJFQijFE$_$1,12,make,,,,,,,,asr_empty_no_original_time,False,
-NFrJFQijFE$_$1,13,sure,,,,,,,,asr_empty_no_original_time,False,
-NFrJFQijFE$_$1,14,all,,,,,,,,asr_empty_no_original_time,False,
-NFrJFQijFE$_$1,15,that,,,,,,,,asr_empty_no_original_time,False,
-NFrJFQijFE$_$1,16,happens,,,,,,,,asr_empty_no_original_time,False,
-NFrJFQijFE$_$2,1,So,,,,,,,,text_mismatch_no_original_time,False,
-NFrJFQijFE$_$2,2,we,,,,,,,,text_mismatch_no_original_time,False,
-NFrJFQijFE$_$2,3,coordinate,,,,,,,,text_mismatch_no_original_time,False,
-NFrJFQijFE$_$2,4,with,,,,,,,,text_mismatch_no_original_time,False,
-NFrJFQijFE$_$2,5,all,,,,,,,,text_mismatch_no_original_time,False,
-NFrJFQijFE$_$2,6,the,,,,,,,,text_mismatch_no_original_time,False,
-NFrJFQijFE$_$2,7,proper,,,,,,,,text_mismatch_no_original_time,False,
-NFrJFQijFE$_$2,8,technical,,,,,,,,text_mismatch_no_original_time,False,
-NFrJFQijFE$_$2,9,fields,,,,,,,,text_mismatch_no_original_time,False,
-NFrJFQijFE$_$2,10,to,,,,,,,,text_mismatch_no_original_time,False,
-NFrJFQijFE$_$2,11,get,,,,,,,,text_mismatch_no_original_time,False,
-NFrJFQijFE$_$2,12,ready,,,,,,,,text_mismatch_no_original_time,False,
-NFrJFQijFE$_$2,13,for,,,,,,,,text_mismatch_no_original_time,False,
-NFrJFQijFE$_$2,14,the,,,,,,,,text_mismatch_no_original_time,False,
-NFrJFQijFE$_$2,15,instrument,,,,,,,,text_mismatch_no_original_time,False,
-NFrJFQijFE$_$2,16,to,,,,,,,,text_mismatch_no_original_time,False,
-NFrJFQijFE$_$2,17,arrive,,,,,,,,text_mismatch_no_original_time,False,
-NFrJFQijFE$_$2,18,here,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,1,What,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,2,ever,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,3,we,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,4,turn,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,5,our,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,6,attention,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,7,to,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,8,is,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,9,what,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,10,grows,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,11,and,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,12,so,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,13,if,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,14,we,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,15,believe,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,16,that,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,17,anything,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,18,is,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,19,possible,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,20,if,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,21,we,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,22,believe,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,23,that,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,24,social,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,25,justice,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,26,can,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,27,be,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,28,achieved,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,29,and,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,30,if,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,31,we,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,32,believe,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,33,in,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,34,youth,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,35,they,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,36,will,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,37,believe,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,38,in,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$12,39,themselves,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$2,1,I,1,I,0.0,0.1,0.0,0.1,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-THoVjtIkeU$_$2,2,think,2,think,0.1,0.4,0.1,0.4,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-THoVjtIkeU$_$2,3,social,3,social,0.4,1.36,0.4,1.36,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-THoVjtIkeU$_$2,4,justice,4,justice,1.36,1.66,1.36,1.66,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-THoVjtIkeU$_$2,5,is,5,is,1.66,1.92,1.66,1.92,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-THoVjtIkeU$_$2,6,extremely,6,extremely,1.92,2.24,1.92,2.24,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-THoVjtIkeU$_$2,7,important,7,important,2.24,2.7,2.24,2.7,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-THoVjtIkeU$_$2,8,for,8,for,2.7,2.98,2.7,2.98,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-THoVjtIkeU$_$2,9,young,9,young,2.98,3.2,2.98,3.2,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-THoVjtIkeU$_$2,10,people,10,people,3.2,3.58,3.2,3.58,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-THoVjtIkeU$_$6,1,You,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,2,know,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,3,that,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,4,I,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,5,think,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,6,listening,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,7,to,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,8,young,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,9,people,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,10,taking,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,11,in,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,12,what,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,13,they,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,14,have,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,15,to,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,16,say,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,17,because,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,18,what,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,19,we,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,20,have,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,21,seen,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,22,all,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,23,around,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,24,the,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,25,world,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,26,is,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,27,the,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,28,power,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,29,of,,,,,,,,text_mismatch_no_original_time,False,
-THoVjtIkeU$_$6,30,youth,,,,,,,,text_mismatch_no_original_time,False,
-UuX1xuaiiE$_$1,1,And,1,And,0.0,0.54,0.0,0.54,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-UuX1xuaiiE$_$1,2,all,2,all,0.54,0.78,0.54,0.78,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-UuX1xuaiiE$_$1,3,of,3,of,0.78,0.92,0.78,0.92,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-UuX1xuaiiE$_$1,4,them,4,them,0.92,1.06,0.92,1.06,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-UuX1xuaiiE$_$1,5,are,5,are,1.06,1.32,1.06,1.32,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-UuX1xuaiiE$_$1,6,really,6,really,1.32,1.58,1.32,1.58,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-UuX1xuaiiE$_$1,7,being,7,being,1.58,1.84,1.58,1.84,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-UuX1xuaiiE$_$1,8,able,8,able,1.84,2.66,1.84,2.66,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-UuX1xuaiiE$_$1,9,to,9,to,2.66,2.9,2.66,2.9,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-UuX1xuaiiE$_$1,10,explore,10,explore,2.9,3.5,2.9,3.5,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-UuX1xuaiiE$_$1,11,these,11,these,3.5,4.22,3.5,4.22,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-UuX1xuaiiE$_$1,12,different,12,different,4.22,4.74,4.22,4.74,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-UuX1xuaiiE$_$1,13,areas,13,areas,4.74,5.12,4.74,5.12,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-UuX1xuaiiE$_$1,14,in,14,in,5.12,5.64,5.12,5.64,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-UuX1xuaiiE$_$1,15,depth,15,depth,5.64,6.24,5.64,6.24,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-UuX1xuaiiE$_$1,16,in,16,in,6.24,6.62,6.24,6.62,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-UuX1xuaiiE$_$1,17,a,17,a,6.62,6.74,6.62,6.74,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-UuX1xuaiiE$_$1,18,way,18,way,6.74,6.92,6.74,6.92,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-UuX1xuaiiE$_$1,19,that,19,that,6.92,7.2,6.92,7.2,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-UuX1xuaiiE$_$1,20,really,20,really,7.2,7.46,7.2,7.46,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
-UuX1xuaiiE$_$1,21,wasn't,21,wasn't,7.46,7.78,7.46,7.78,Whisper small.en word timestamp estimate,whisper_estimate_auto_qc_pass,True,
